,billid,firstname,lastname,state,primaryorco,representativeid,billstage,chambername
1401,512,Al,Green,Texas,Co,132,PLACED_ON_CALENDAR,Senator
1402,512,Al,Green,Texas,Co,128,PLACED_ON_CALENDAR,Senator
1403,515,,Brooks,Indiana,Co,201,INTRODUCED,Senator
1404,515,,Costello,Pennsylvania,Co,308,INTRODUCED,Senator
1405,515,,King,New York,Co,336,INTRODUCED,Senator
1406,515,,Sewell,Alabama,Co,172,INTRODUCED,Senator
1407,515,,Clarke,New York,Co,330,INTRODUCED,Senator
1408,515,Eddie B,Johnson,Texas,Co,117,INTRODUCED,Senator
1409,515,Eddie B,Johnson,Texas,Co,113,INTRODUCED,Senator
1410,515,Judy,Chu,California,Co,388,INTRODUCED,Senator
1411,515,,Rice,New York,Co,335,INTRODUCED,Senator
1412,520,,Murphy,Florida,Co,264,INTRODUCED,Representative
1413,524,,Collins,Georgia,Primary,220,REPORTED,Representative
1414,525,,Collins,Georgia,Primary,220,ENGROSSED,Representative
1415,525,,Ryan,Ohio,Co,262,ENGROSSED,Representative
1416,525,Eddie B,Johnson,Texas,Co,117,ENGROSSED,Representative
1417,525,Eddie B,Johnson,Texas,Co,113,ENGROSSED,Representative
1418,525,,Curbelo,Florida,Co,45,ENGROSSED,Representative
1419,528,,Poe,Texas,Co,129,INTRODUCED,Representative
1420,529,,Thompson,Pennsylvania,Primary,280,INTRODUCED,Senator
1421,535,,Carson,Indiana,Co,202,PLACED_ON_CALENDAR,Senator
1422,540,Danny K,Davis,Illinois,Primary,187,REPORTED,Representative
1423,540,Danny K,Davis,Illinois,Primary,158,REPORTED,Representative
1424,540,,Kelly,Illinois,Co,177,REPORTED,Representative
1425,544,,Smith,Texas,Co,452,INTRODUCED,Senator
1426,544,,Larsen,Washington,Co,83,INTRODUCED,Senator
1427,544,,Graves,Missouri,Co,127,INTRODUCED,Senator
1428,544,,Graves,Louisiana,Co,152,INTRODUCED,Senator
1429,547,Maxine,Waters,California,Primary,383,INTRODUCED,Representative
1430,547,Al,Green,Texas,Co,132,INTRODUCED,Representative
1431,547,Al,Green,Texas,Co,128,INTRODUCED,Representative
1432,548,,Frankel,Florida,Co,279,PLACED_ON_CALENDAR,Senator
1433,548,,Frankel,Florida,Co,277,PLACED_ON_CALENDAR,Senator
1434,548,,Kuster,New Hampshire,Co,345,PLACED_ON_CALENDAR,Senator
1435,548,Maxine,Waters,California,Co,383,PLACED_ON_CALENDAR,Senator
1436,548,Brendan F,Boyle,Pennsylvania,Co,315,PLACED_ON_CALENDAR,Senator
1437,548,,Clark,Massachusetts,Co,347,PLACED_ON_CALENDAR,Senator
1438,548,,Wilson,Florida,Co,278,PLACED_ON_CALENDAR,Senator
1439,548,Ted,Lieu,California,Co,378,PLACED_ON_CALENDAR,Senator
1440,548,,Brown,Maryland,Co,304,PLACED_ON_CALENDAR,Senator
1441,548,,Carson,Indiana,Co,202,PLACED_ON_CALENDAR,Senator
1442,548,,Swalwell,California,Co,361,PLACED_ON_CALENDAR,Senator
1443,548,Eddie B,Johnson,Texas,Co,117,PLACED_ON_CALENDAR,Senator
1444,548,Eddie B,Johnson,Texas,Co,113,PLACED_ON_CALENDAR,Senator
1445,548,,Brownley,California,Co,92,PLACED_ON_CALENDAR,Senator
1446,548,Danny K,Davis,Illinois,Co,187,PLACED_ON_CALENDAR,Senator
1447,548,Danny K,Davis,Illinois,Co,158,PLACED_ON_CALENDAR,Senator
1448,548,David,Scott,Georgia,Co,230,PLACED_ON_CALENDAR,Senator
1449,548,David,Scott,Georgia,Co,216,PLACED_ON_CALENDAR,Senator
1450,548,,Brady,Pennsylvania,Co,316,PLACED_ON_CALENDAR,Senator
1451,548,,Johnson,Georgia,Co,0,PLACED_ON_CALENDAR,Senator
1452,548,Al,Green,Texas,Co,132,PLACED_ON_CALENDAR,Senator
1453,548,Al,Green,Texas,Co,128,PLACED_ON_CALENDAR,Senator
1454,548,Sean P,Maloney,New York,Co,329,PLACED_ON_CALENDAR,Senator
1455,548,Sean P,Maloney,New York,Co,322,PLACED_ON_CALENDAR,Senator
1456,548,,Kelly,Illinois,Co,177,PLACED_ON_CALENDAR,Senator
1457,548,,Thompson,California,Co,354,PLACED_ON_CALENDAR,Senator
1458,548,Gene,Green,Texas,Co,132,PLACED_ON_CALENDAR,Senator
1459,548,Gene,Green,Texas,Co,128,PLACED_ON_CALENDAR,Senator
1460,548,Judy,Chu,California,Co,388,PLACED_ON_CALENDAR,Senator
1461,548,,Scott,Virginia,Co,52,PLACED_ON_CALENDAR,Senator
1462,548,,Davis,California,Co,403,PLACED_ON_CALENDAR,Senator
1463,548,Carolyn B,Maloney,New York,Co,329,PLACED_ON_CALENDAR,Senator
1464,548,Carolyn B,Maloney,New York,Co,322,PLACED_ON_CALENDAR,Senator
1465,548,,Lewis,Georgia,Co,221,PLACED_ON_CALENDAR,Senator
1466,548,,Castor,Florida,Co,42,PLACED_ON_CALENDAR,Senator
1467,550,,Graves,Missouri,Co,127,INTRODUCED,Representative
1468,557,,Graves,Missouri,Co,127,ENGROSSED,Representative
1469,557,Rodney,Davis,Illinois,Co,187,ENGROSSED,Representative
1470,557,Rodney,Davis,Illinois,Co,158,ENGROSSED,Representative
1471,557,,Duncan,Tennessee,Co,4,ENGROSSED,Representative
1472,557,,Gonzalez,Texas,Co,98,ENGROSSED,Representative
1473,562,,Clarke,New York,Co,330,REPORTED,Representative
1474,564,,Wilson,South Carolina,Co,254,ENROLLED,Representative
1475,564,,Roe,Tennessee,Co,232,ENROLLED,Representative
1476,564,,Thompson,Pennsylvania,Co,280,ENROLLED,Representative
1477,564,Francis,Rooney,Florida,Co,248,ENROLLED,Representative
1478,564,Francis,Rooney,Florida,Co,43,ENROLLED,Representative
1479,579,,Price,North Carolina,Primary,288,INTRODUCED,Representative
1480,582,,Price,North Carolina,Primary,288,INTRODUCED,Senator
1481,588,,Smith,Washington,Co,357,PLACED,Senator
1482,592,,King,New York,Co,336,ENROLLED,Representative
