,billid,firstname,lastname,state,primaryorco,billstage,chambername,civid
5397,495,,Garamendi,,Co,REPORTED,Representative,
5398,495,,Hastings,,Co,REPORTED,Representative,
5399,495,,Hoyer,,Co,REPORTED,Representative,
5400,495,,Huffman,,Co,REPORTED,Representative,
5401,495,,Kaptur,,Co,REPORTED,Representative,
5402,495,,Lawrence,,Co,REPORTED,Representative,
5403,495,,Lee,,Co,REPORTED,Representative,
5404,495,,Lowenthal,,Co,REPORTED,Representative,
5405,495,,Matsui,,Co,REPORTED,Representative,
5406,495,,Nadler,,Co,REPORTED,Representative,
5407,495,,Norton,,Co,REPORTED,Representative,
5408,495,,ORourke,,Co,REPORTED,Representative,
5409,495,,Pelosi,,Co,REPORTED,Representative,
5410,495,,Pingree,,Co,REPORTED,Representative,
5411,495,,Quigley,,Co,REPORTED,Representative,
5412,495,,Sarbanes,,Co,REPORTED,Representative,
5413,495,,Schiff,,Co,REPORTED,Representative,
5414,495,,Shea-Porter,,Co,REPORTED,Representative,
5415,495,,Slaughter,,Co,REPORTED,Representative,
5416,495,,Suozzi,,Co,REPORTED,Representative,
5417,495,,Takano,,Co,REPORTED,Representative,
5418,495,,Veasey,,Co,REPORTED,Representative,
5419,495,,Welch,,Co,REPORTED,Representative,
5420,495,,Delaney,,Co,REPORTED,Representative,
5421,495,,Yarmuth,,Co,REPORTED,Representative,
5422,495,,Sherman,,Co,REPORTED,Representative,
5423,495,,Raskin,,Co,REPORTED,Representative,
5424,495,,Nolan,,Co,REPORTED,Representative,
5425,496,,Foxx,,Co,INTRODUCED,Representative,
5426,496,,Rokita,,Co,INTRODUCED,Representative,
5427,496,,Mitchell,,Co,INTRODUCED,Representative,
5428,496,,Stefanik,,Co,INTRODUCED,Representative,
5429,496,,Ferguson,,Co,INTRODUCED,Representative,
5430,496,,Cárdenas,,Co,INTRODUCED,Representative,
5431,496,,Takano,,Co,INTRODUCED,Representative,
5432,496,,Bonamici,,Co,INTRODUCED,Representative,
5433,496,,Adams,,Co,INTRODUCED,Representative,
5434,496,,Grijalva,,Co,INTRODUCED,Representative,
5435,496,,Espaillat,,Co,INTRODUCED,Representative,
5436,496,Blunt,Rochester,,Co,INTRODUCED,Representative,
5437,496,,Polis,,Co,INTRODUCED,Representative,
5438,496,,DeSaulnier,,Co,INTRODUCED,Representative,
5439,496,,Cohen,,Co,INTRODUCED,Representative,
5440,497,,Lee,,Primary,INTRODUCED,Senator,
5441,497,,Moore,,Co,INTRODUCED,Senator,
5442,497,,Norton,,Co,INTRODUCED,Senator,
5443,497,,DeFazio,,Co,INTRODUCED,Senator,
5444,497,,Grijalva,,Co,INTRODUCED,Senator,
5445,497,,Conyers,,Co,INTRODUCED,Senator,
5446,497,,Hastings,,Co,INTRODUCED,Senator,
5447,497,,Cárdenas,,Co,INTRODUCED,Senator,
5448,497,,Ellison,,Co,INTRODUCED,Senator,
5449,497,,Rush,,Co,INTRODUCED,Senator,
5450,497,,McGovern,,Co,INTRODUCED,Senator,
5451,497,,Soto,,Co,INTRODUCED,Senator,
5452,497,,DeSaulnier,,Co,INTRODUCED,Senator,
5453,497,,Schakowsky,,Co,INTRODUCED,Senator,
5454,497,,Payne,,Co,INTRODUCED,Senator,
5455,497,,Pingree,,Co,INTRODUCED,Senator,
5456,497,,Polis,,Co,INTRODUCED,Senator,
5457,497,Watson,Coleman,,Co,INTRODUCED,Senator,
5458,497,,Kaptur,,Co,INTRODUCED,Senator,
5459,498,,Gillibrand,,Primary,INTRODUCED,Representative,
5460,498,,Blumenthal,,Co,INTRODUCED,Representative,
5461,498,,Cardin,,Co,INTRODUCED,Representative,
5462,498,,Klobuchar,,Co,INTRODUCED,Representative,
5463,498,,Markey,,Co,INTRODUCED,Representative,
5464,498,,Coons,,Co,INTRODUCED,Representative,
5465,498,Van,Hollen,,Co,INTRODUCED,Representative,6
5466,498,,Wyden,,Co,INTRODUCED,Representative,
5467,498,,Brown,,Co,INTRODUCED,Representative,
5468,498,,Duckworth,,Co,INTRODUCED,Representative,
5469,498,,Whitehouse,,Co,INTRODUCED,Representative,
5470,498,,Sanders,,Co,INTRODUCED,Representative,
5471,499,,Clyburn,,Co,INTRODUCED,Senator,
5472,499,,Hoyer,,Co,INTRODUCED,Senator,
5473,499,,Conyers,,Co,INTRODUCED,Senator,
5474,499,,Pelosi,,Co,INTRODUCED,Senator,
5475,499,,Adams,,Co,INTRODUCED,Senator,
5476,499,,Aguilar,,Co,INTRODUCED,Senator,
5477,499,,Barragán,,Co,INTRODUCED,Senator,
5478,499,,Bass,,Co,INTRODUCED,Senator,
5479,499,,Beatty,,Co,INTRODUCED,Senator,
5480,499,,Bera,,Co,INTRODUCED,Senator,
5481,499,,Beyer,,Co,INTRODUCED,Senator,
5482,499,,Blumenauer,,Co,INTRODUCED,Senator,
5483,499,Blunt,Rochester,,Co,INTRODUCED,Senator,
5484,499,,Bonamici,,Co,INTRODUCED,Senator,
5485,499,,Bordallo,,Co,INTRODUCED,Senator,
5486,499,,Bustos,,Co,INTRODUCED,Senator,
5487,499,,Butterfield,,Co,INTRODUCED,Senator,
5488,499,,Capuano,,Co,INTRODUCED,Senator,
5489,499,,Carbajal,,Co,INTRODUCED,Senator,
5490,499,,Cárdenas,,Co,INTRODUCED,Senator,
5491,499,,Cartwright,,Co,INTRODUCED,Senator,
5492,499,,Cicilline,,Co,INTRODUCED,Senator,
5493,499,,Clay,,Co,INTRODUCED,Senator,
5494,499,,Cleaver,,Co,INTRODUCED,Senator,
5495,499,,Cohen,,Co,INTRODUCED,Senator,
5496,499,,Connolly,,Co,INTRODUCED,Senator,
5497,499,,Correa,,Co,INTRODUCED,Senator,
5498,499,,Costa,,Co,INTRODUCED,Senator,
5499,499,,Courtney,,Co,INTRODUCED,Senator,
5500,499,,Crist,,Co,INTRODUCED,Senator,
5501,499,,Crowley,,Co,INTRODUCED,Senator,
5502,499,,Cummings,,Co,INTRODUCED,Senator,
5503,499,,DeFazio,,Co,INTRODUCED,Senator,
5504,499,,DeGette,,Co,INTRODUCED,Senator,
5505,499,,Delaney,,Co,INTRODUCED,Senator,
5506,499,,DeLauro,,Co,INTRODUCED,Senator,
5507,499,,Demings,,Co,INTRODUCED,Senator,
5508,499,,DeSaulnier,,Co,INTRODUCED,Senator,
5509,499,,Deutch,,Co,INTRODUCED,Senator,
5510,499,,Dingell,,Co,INTRODUCED,Senator,
5511,499,,Ellison,,Co,INTRODUCED,Senator,
5512,499,,Engel,,Co,INTRODUCED,Senator,
5513,499,,Eshoo,,Co,INTRODUCED,Senator,
5514,499,,Espaillat,,Co,INTRODUCED,Senator,
5515,499,,Evans,,Co,INTRODUCED,Senator,
5516,499,,Foster,,Co,INTRODUCED,Senator,
5517,499,,Fudge,,Co,INTRODUCED,Senator,
5518,499,,Gallego,,Co,INTRODUCED,Senator,
5519,499,,Garamendi,,Co,INTRODUCED,Senator,
5520,499,,Grijalva,,Co,INTRODUCED,Senator,
5521,499,,Gutiérrez,,Co,INTRODUCED,Senator,
5522,499,,Hanabusa,,Co,INTRODUCED,Senator,
5523,499,,Hastings,,Co,INTRODUCED,Senator,
5524,499,,Heck,,Co,INTRODUCED,Senator,
5525,499,,Himes,,Co,INTRODUCED,Senator,
5526,499,,Huffman,,Co,INTRODUCED,Senator,
5527,499,Jackson,Lee,,Co,INTRODUCED,Senator,
5528,499,,Jayapal,,Co,INTRODUCED,Senator,
5529,499,,Jeffries,,Co,INTRODUCED,Senator,
5530,499,,Kaptur,,Co,INTRODUCED,Senator,
5531,499,,Keating,,Co,INTRODUCED,Senator,
5532,499,,Kennedy,,Co,INTRODUCED,Senator,
5533,499,,Khanna,,Co,INTRODUCED,Senator,
5534,499,,Kihuen,,Co,INTRODUCED,Senator,
5535,499,,Kildee,,Co,INTRODUCED,Senator,
5536,499,,Kilmer,,Co,INTRODUCED,Senator,
5537,499,,Kind,,Co,INTRODUCED,Senator,
5538,499,,Krishnamoorthi,,Co,INTRODUCED,Senator,
5539,499,,Langevin,,Co,INTRODUCED,Senator,
5540,499,,Lawrence,,Co,INTRODUCED,Senator,
5541,499,,Lee,,Co,INTRODUCED,Senator,
5542,499,,Levin,,Co,INTRODUCED,Senator,
5543,499,,Loebsack,,Co,INTRODUCED,Senator,
5544,499,,Lofgren,,Co,INTRODUCED,Senator,
5545,499,,Lowenthal,,Co,INTRODUCED,Senator,
5546,499,,Lowey,,Co,INTRODUCED,Senator,
5547,499,,Lynch,,Co,INTRODUCED,Senator,
5548,499,,Matsui,,Co,INTRODUCED,Senator,
5549,499,,McCollum,,Co,INTRODUCED,Senator,
5550,499,,McEachin,,Co,INTRODUCED,Senator,
5551,499,,McGovern,,Co,INTRODUCED,Senator,
5552,499,,McNerney,,Co,INTRODUCED,Senator,
5553,499,,Meeks,,Co,INTRODUCED,Senator,
5554,499,,Meng,,Co,INTRODUCED,Senator,
5555,499,,Moore,,Co,INTRODUCED,Senator,
5556,499,,Moulton,,Co,INTRODUCED,Senator,
5557,499,,Nadler,,Co,INTRODUCED,Senator,
5558,499,,Napolitano,,Co,INTRODUCED,Senator,
5559,499,,Neal,,Co,INTRODUCED,Senator,
5560,499,,Nolan,,Co,INTRODUCED,Senator,
5561,499,,Norcross,,Co,INTRODUCED,Senator,
5562,499,,Norton,,Co,INTRODUCED,Senator,
5563,499,,OHalleran,,Co,INTRODUCED,Senator,
5564,499,,ORourke,,Co,INTRODUCED,Senator,
5565,499,,Panetta,,Co,INTRODUCED,Senator,
5566,499,,Pascrell,,Co,INTRODUCED,Senator,
5567,499,,Payne,,Co,INTRODUCED,Senator,
5568,499,,Peters,,Co,INTRODUCED,Senator,
5569,499,,Pingree,,Co,INTRODUCED,Senator,
5570,499,,Plaskett,,Co,INTRODUCED,Senator,
5571,499,,Pocan,,Co,INTRODUCED,Senator,
5572,499,,Polis,,Co,INTRODUCED,Senator,
5573,499,,Quigley,,Co,INTRODUCED,Senator,
5574,499,,Raskin,,Co,INTRODUCED,Senator,
5575,499,,Richmond,,Co,INTRODUCED,Senator,
5576,499,,Rosen,,Co,INTRODUCED,Senator,
5577,499,,Roybal-Allard,,Co,INTRODUCED,Senator,
5578,499,,Rush,,Co,INTRODUCED,Senator,
5579,499,,Sablan,,Co,INTRODUCED,Senator,
5580,499,,Sánchez,,Co,INTRODUCED,Senator,
5581,499,,Sarbanes,,Co,INTRODUCED,Senator,
5582,499,,Schakowsky,,Co,INTRODUCED,Senator,
5583,499,,Schiff,,Co,INTRODUCED,Senator,
5584,499,,Schneider,,Co,INTRODUCED,Senator,
5585,499,,Schrader,,Co,INTRODUCED,Senator,
5586,499,,Serrano,,Co,INTRODUCED,Senator,
5587,499,,Shea-Porter,,Co,INTRODUCED,Senator,
5588,499,,Sherman,,Co,INTRODUCED,Senator,
5589,499,,Sires,,Co,INTRODUCED,Senator,
5590,499,,Slaughter,,Co,INTRODUCED,Senator,
5591,499,,Soto,,Co,INTRODUCED,Senator,
5592,499,,Speier,,Co,INTRODUCED,Senator,
5593,499,,Suozzi,,Co,INTRODUCED,Senator,
5594,499,,Takano,,Co,INTRODUCED,Senator,
5595,499,,Titus,,Co,INTRODUCED,Senator,
5596,499,,Tonko,,Co,INTRODUCED,Senator,
5597,499,,Vargas,,Co,INTRODUCED,Senator,
5598,499,,Veasey,,Co,INTRODUCED,Senator,
5599,499,,Vela,,Co,INTRODUCED,Senator,
5600,499,,Velázquez,,Co,INTRODUCED,Senator,
5601,499,Wasserman,Schultz,,Co,INTRODUCED,Senator,
5602,499,Watson,Coleman,,Co,INTRODUCED,Senator,
5603,499,,Welch,,Co,INTRODUCED,Senator,
5604,499,,Yarmuth,,Co,INTRODUCED,Senator,
5605,500,,Rubio,,Primary,INTRODUCED,Senator,
5606,500,,,,Co,INTRODUCED,Senator,
5607,501,,Corker,,Primary,INTRODUCED,Representative,
5608,501,,,,Co,INTRODUCED,Representative,
5609,502,,Gabbard,,Primary,INTRODUCED,Representative,
5610,502,,Raskin,,Co,INTRODUCED,Representative,
5611,502,,Lee,,Co,INTRODUCED,Representative,
5612,502,,Barragán,,Co,INTRODUCED,Representative,
5613,503,,Garrett,,Primary,INTRODUCED,Senator,
5614,503,,Jordan,,Co,INTRODUCED,Senator,
5615,504,,Lee,,Primary,INTRODUCED,Senator,
5616,504,,Leahy,,Co,INTRODUCED,Senator,
5617,505,,Gillibrand,,Primary,REPORTED,Senator,
5618,505,,Brown,,Co,REPORTED,Senator,
5619,505,,Booker,,Co,REPORTED,Senator,
5620,505,,Hirono,,Co,REPORTED,Senator,
5621,505,,Markey,,Co,REPORTED,Senator,
5622,505,,Merkley,,Co,REPORTED,Senator,
5623,505,,Schatz,,Co,REPORTED,Senator,
5624,505,,Whitehouse,,Co,REPORTED,Senator,
5625,505,,Baldwin,,Co,REPORTED,Senator,
5626,505,,Reed,,Co,REPORTED,Senator,
5627,505,,Blumenthal,,Co,REPORTED,Senator,
5628,505,,Warren,,Co,REPORTED,Senator,
5629,505,,Durbin,,Co,REPORTED,Senator,
5630,505,,Sanders,,Co,REPORTED,Senator,
5631,505,,Murphy,,Co,REPORTED,Senator,
5632,505,,Udall,,Co,REPORTED,Senator,
5633,505,,Schumer,,Co,REPORTED,Senator,
5634,505,,Klobuchar,,Co,REPORTED,Senator,
5635,505,,Franken,,Co,REPORTED,Senator,
5636,505,,Feinstein,,Co,REPORTED,Senator,
5637,505,,Heitkamp,,Co,REPORTED,Senator,
5638,505,,Murray,,Co,REPORTED,Senator,
5639,505,Van,Hollen,,Co,REPORTED,Senator,6
5640,505,,Leahy,,Co,REPORTED,Senator,
5641,505,,Duckworth,,Co,REPORTED,Senator,
5642,505,,Menendez,,Co,REPORTED,Senator,
5643,505,,Harris,,Co,REPORTED,Senator,
5644,506,,Corker,,Primary,INTRODUCED,Representative,
5645,506,,Corker,,Primary,INTRODUCED,Representative,
5646,506,,,,Co,INTRODUCED,Representative,
5647,507,,Conyers,,Co,INTRODUCED,Senator,
5648,507,,Love,,Co,INTRODUCED,Senator,
5649,507,Jackson,Lee,,Co,INTRODUCED,Senator,
5650,507,,Norton,,Co,INTRODUCED,Senator,
5651,507,,Fitzpatrick,,Co,INTRODUCED,Senator,
5652,508,,Hatch,,Primary,INTRODUCED,Representative,
5653,508,,Wyden,,Co,INTRODUCED,Representative,
5654,508,,Grassley,,Co,INTRODUCED,Representative,
5655,508,,Cantwell,,Co,INTRODUCED,Representative,
5656,508,,Roberts,,Co,INTRODUCED,Representative,
5657,508,,Cardin,,Co,INTRODUCED,Representative,
5658,508,,Thune,,Co,INTRODUCED,Representative,
5659,508,,Bennet,,Co,INTRODUCED,Representative,
5660,508,,Isakson,,Co,INTRODUCED,Representative,
5661,508,,Warner,,Co,INTRODUCED,Representative,
5662,508,,Scott,,Co,INTRODUCED,Representative,
5663,508,,Cassidy,,Co,INTRODUCED,Representative,
5664,508,,McCaskill,,Co,INTRODUCED,Representative,
5665,509,,Grijalva,,Primary,INTRODUCED,Representative,
5666,509,,,,Co,INTRODUCED,Representative,
5667,510,,Moore,,Co,INTRODUCED,Representative,
5668,510,,Serrano,,Co,INTRODUCED,Representative,
5669,510,,DeGette,,Co,INTRODUCED,Representative,
5670,510,,Schakowsky,,Co,INTRODUCED,Representative,
5671,510,,Hastings,,Co,INTRODUCED,Representative,
5672,510,,Norton,,Co,INTRODUCED,Representative,
5673,511,,DeLauro,,Primary,INTRODUCED,Representative,
5674,511,,Hanabusa,,Co,INTRODUCED,Representative,
5675,511,,Bonamici,,Co,INTRODUCED,Representative,
5676,511,,Raskin,,Co,INTRODUCED,Representative,
5677,511,,Rush,,Co,INTRODUCED,Representative,
5678,511,,Jayapal,,Co,INTRODUCED,Representative,
5679,511,,Lowey,,Co,INTRODUCED,Representative,
5680,511,,Evans,,Co,INTRODUCED,Representative,
5681,511,,Kihuen,,Co,INTRODUCED,Representative,
5682,511,,McGovern,,Co,INTRODUCED,Representative,
5683,511,,Soto,,Co,INTRODUCED,Representative,
5684,511,,Moore,,Co,INTRODUCED,Representative,
5685,511,,Shea-Porter,,Co,INTRODUCED,Representative,
5686,511,,Velázquez,,Co,INTRODUCED,Representative,
5687,511,Jackson,Lee,,Co,INTRODUCED,Representative,
5688,511,,Pocan,,Co,INTRODUCED,Representative,
5689,511,,Foster,,Co,INTRODUCED,Representative,
5690,511,,Hastings,,Co,INTRODUCED,Representative,
5691,511,,Cummings,,Co,INTRODUCED,Representative,
5692,511,,Nolan,,Co,INTRODUCED,Representative,
5693,511,,Meng,,Co,INTRODUCED,Representative,
5694,511,,Pingree,,Co,INTRODUCED,Representative,
5695,511,,Khanna,,Co,INTRODUCED,Representative,
5696,511,,Walz,,Co,INTRODUCED,Representative,
5697,511,,Polis,,Co,INTRODUCED,Representative,
5698,511,,Vargas,,Co,INTRODUCED,Representative,
5699,511,,Lee,,Co,INTRODUCED,Representative,
5700,511,,Cárdenas,,Co,INTRODUCED,Representative,
5701,511,,Gallego,,Co,INTRODUCED,Representative,
5702,511,,Veasey,,Co,INTRODUCED,Representative,
5703,511,,Crowley,,Co,INTRODUCED,Representative,
5704,511,,Grijalva,,Co,INTRODUCED,Representative,
5705,511,,Keating,,Co,INTRODUCED,Representative,
5706,511,,Meeks,,Co,INTRODUCED,Representative,
5707,511,,DeFazio,,Co,INTRODUCED,Representative,
5708,511,,Butterfield,,Co,INTRODUCED,Representative,
5709,511,,Lynch,,Co,INTRODUCED,Representative,
5710,511,,Serrano,,Co,INTRODUCED,Representative,
5711,511,,Gutiérrez,,Co,INTRODUCED,Representative,
5712,511,,Slaughter,,Co,INTRODUCED,Representative,
5713,511,,Bera,,Co,INTRODUCED,Representative,
5714,511,,Gabbard,,Co,INTRODUCED,Representative,
5715,511,,Matsui,,Co,INTRODUCED,Representative,
5716,511,,Nadler,,Co,INTRODUCED,Representative,
5717,511,Wasserman,Schultz,,Co,INTRODUCED,Representative,
5718,511,,Doggett,,Co,INTRODUCED,Representative,
5719,511,,Moulton,,Co,INTRODUCED,Representative,
5720,511,,Napolitano,,Co,INTRODUCED,Representative,
5721,511,,Lowenthal,,Co,INTRODUCED,Representative,
5722,511,,Norton,,Co,INTRODUCED,Representative,
5723,511,,Schakowsky,,Co,INTRODUCED,Representative,
5724,511,,Sarbanes,,Co,INTRODUCED,Representative,
5725,511,,Ellison,,Co,INTRODUCED,Representative,
5726,511,,Aguilar,,Co,INTRODUCED,Representative,
5727,511,,Kildee,,Co,INTRODUCED,Representative,
5728,511,,Garamendi,,Co,INTRODUCED,Representative,
5729,511,,Speier,,Co,INTRODUCED,Representative,
5730,511,,Cicilline,,Co,INTRODUCED,Representative,
5731,511,,Blumenauer,,Co,INTRODUCED,Representative,
5732,511,,Beyer,,Co,INTRODUCED,Representative,
5733,511,,Engel,,Co,INTRODUCED,Representative,
5734,511,,Capuano,,Co,INTRODUCED,Representative,
5735,511,,Pascrell,,Co,INTRODUCED,Representative,
5736,511,,McCollum,,Co,INTRODUCED,Representative,
5737,511,,Connolly,,Co,INTRODUCED,Representative,
5738,511,,Langevin,,Co,INTRODUCED,Representative,
5739,511,,Delaney,,Co,INTRODUCED,Representative,
5740,511,Watson,Coleman,,Co,INTRODUCED,Representative,
5741,511,,Norcross,,Co,INTRODUCED,Representative,
5742,511,,Cohen,,Co,INTRODUCED,Representative,
5743,511,,Dingell,,Co,INTRODUCED,Representative,
5744,511,,Tonko,,Co,INTRODUCED,Representative,
5745,511,,Kaptur,,Co,INTRODUCED,Representative,
5746,511,,Takano,,Co,INTRODUCED,Representative,
5747,511,,Courtney,,Co,INTRODUCED,Representative,
5748,511,,Lawrence,,Co,INTRODUCED,Representative,
5749,511,,Torres,,Co,INTRODUCED,Representative,
5750,511,,Lofgren,,Co,INTRODUCED,Representative,
5751,511,,Payne,,Co,INTRODUCED,Representative,
5752,511,,Jeffries,,Co,INTRODUCED,Representative,
5753,511,,Perlmutter,,Co,INTRODUCED,Representative,
5754,511,,Roybal-Allard,,Co,INTRODUCED,Representative,
5755,511,,Fudge,,Co,INTRODUCED,Representative,
5756,511,,Krishnamoorthi,,Co,INTRODUCED,Representative,
5757,511,,Adams,,Co,INTRODUCED,Representative,
5758,511,,Huffman,,Co,INTRODUCED,Representative,
5759,511,Blunt,Rochester,,Co,INTRODUCED,Representative,
5760,512,,Conyers,,Primary,PLACED_ON_CALENDAR,Senator,
5761,512,,Nadler,,Co,PLACED_ON_CALENDAR,Senator,
5762,512,,Kaptur,,Co,PLACED_ON_CALENDAR,Senator,
5763,512,,Slaughter,,Co,PLACED_ON_CALENDAR,Senator,
5764,512,,Ellison,,Co,PLACED_ON_CALENDAR,Senator,
5765,512,,Schakowsky,,Co,PLACED_ON_CALENDAR,Senator,
5766,512,,Moore,,Co,PLACED_ON_CALENDAR,Senator,
5767,512,,Capuano,,Co,PLACED_ON_CALENDAR,Senator,
5768,512,,Grijalva,,Co,PLACED_ON_CALENDAR,Senator,
5769,512,,Pocan,,Co,PLACED_ON_CALENDAR,Senator,
5770,512,,McGovern,,Co,PLACED_ON_CALENDAR,Senator,
5771,512,,Norton,,Co,PLACED_ON_CALENDAR,Senator,
5772,512,,Veasey,,Co,PLACED_ON_CALENDAR,Senator,
5773,512,,Serrano,,Co,PLACED_ON_CALENDAR,Senator,
5774,512,,Lawrence,,Co,PLACED_ON_CALENDAR,Senator,
5775,512,,Cummings,,Co,PLACED_ON_CALENDAR,Senator,
5776,512,,Garamendi,,Co,PLACED_ON_CALENDAR,Senator,
5777,512,,Meeks,,Co,PLACED_ON_CALENDAR,Senator,
5778,512,,Beatty,,Co,PLACED_ON_CALENDAR,Senator,
5779,512,,Nolan,,Co,PLACED_ON_CALENDAR,Senator,
5780,512,,Raskin,,Co,PLACED_ON_CALENDAR,Senator,
5781,513,,Flake,,Primary,INTRODUCED,Senator,
5782,513,,,,Co,INTRODUCED,Senator,
5783,514,,Flake,,Primary,INTRODUCED,Representative,
5784,514,,,,Co,INTRODUCED,Representative,
5785,515,,Hurd,,Primary,INTRODUCED,Senator,
5786,515,,Aguilar,,Co,INTRODUCED,Senator,
5787,515,,Upton,,Co,INTRODUCED,Senator,
5788,515,,Ros-Lehtinen,,Co,INTRODUCED,Senator,
5789,515,,Dent,,Co,INTRODUCED,Senator,
5790,515,,Amodei,,Co,INTRODUCED,Senator,
5791,515,,Barton,,Co,INTRODUCED,Senator,
5792,515,,Stefanik,,Co,INTRODUCED,Senator,
5793,515,,Valadao,,Co,INTRODUCED,Senator,
5794,515,,Faso,,Co,INTRODUCED,Senator,
5795,515,,Denham,,Co,INTRODUCED,Senator,
5796,515,,Lance,,Co,INTRODUCED,Senator,
5797,515,,Katko,,Co,INTRODUCED,Senator,
5798,515,,Fitzpatrick,,Co,INTRODUCED,Senator,
5799,515,,Love,,Co,INTRODUCED,Senator,
5800,515,,Newhouse,,Co,INTRODUCED,Senator,
5801,515,,Stivers,,Co,INTRODUCED,Senator,
5802,515,,Shuster,,Co,INTRODUCED,Senator,
5803,515,,Knight,,Co,INTRODUCED,Senator,
5804,515,,Reichert,,Co,INTRODUCED,Senator,
5805,515,,Flores,,Co,INTRODUCED,Senator,
5806,515,,Bacon,,Co,INTRODUCED,Senator,
5807,515,,Welch,,Co,INTRODUCED,Senator,
5808,515,,Roybal-Allard,,Co,INTRODUCED,Senator,
5809,515,,OHalleran,,Co,INTRODUCED,Senator,
5810,515,,Crist,,Co,INTRODUCED,Senator,
5811,515,,Carbajal,,Co,INTRODUCED,Senator,
5812,515,,Sinema,,Co,INTRODUCED,Senator,
5813,515,,Rosen,,Co,INTRODUCED,Senator,
5814,515,,Ruiz,,Co,INTRODUCED,Senator,
5815,515,,Cuellar,,Co,INTRODUCED,Senator,
5816,515,,Peters,,Co,INTRODUCED,Senator,
5817,515,,Schneider,,Co,INTRODUCED,Senator,
5818,515,,Lofgren,,Co,INTRODUCED,Senator,
5819,515,,Gottheimer,,Co,INTRODUCED,Senator,
5820,515,,Bustos,,Co,INTRODUCED,Senator,
5821,515,,Himes,,Co,INTRODUCED,Senator,
5822,515,,Polis,,Co,INTRODUCED,Senator,
5823,515,,Richmond,,Co,INTRODUCED,Senator,
5824,515,,DelBene,,Co,INTRODUCED,Senator,
5825,516,,Coons,,Primary,REPORTED,Representative,
5826,516,,McCain,,Co,REPORTED,Representative,
5827,517,,,,Primary,INTRODUCED,Representative,
5828,517,,Yoder,,Co,INTRODUCED,Representative,
5829,518,,Pittenger,,Primary,PLACED_ON_CALENDAR,Senator,
5830,518,,,,Co,PLACED_ON_CALENDAR,Senator,
5831,519,,,,Primary,INTRODUCED,Representative,
5832,519,,,,Co,INTRODUCED,Representative,
5833,520,,Buchanan,,Primary,INTRODUCED,Representative,
5834,521,,Meadows,,Primary,ENGROSSED,Representative,
5835,521,,,,Co,ENGROSSED,Representative,
5836,522,,,,Primary,RECEIVED,Senator,
5837,522,,,,Co,RECEIVED,Senator,
5838,523,,,,Primary,INTRODUCED,Representative,
5839,523,,,,Co,INTRODUCED,Representative,
5840,524,,Jeffries,,Co,REPORTED,Representative,
5841,524,,Goodlatte,,Co,REPORTED,Representative,
5842,524,,Bass,,Co,REPORTED,Representative,
5843,525,,Jeffries,,Co,ENGROSSED,Representative,
5844,525,,Goodlatte,,Co,ENGROSSED,Representative,
5845,525,,Bass,,Co,ENGROSSED,Representative,
5846,525,,Ellison,,Co,ENGROSSED,Representative,
5847,525,,Gabbard,,Co,ENGROSSED,Representative,
5848,525,McMorris,Rodgers,,Co,ENGROSSED,Representative,
5849,525,,Marino,,Co,ENGROSSED,Representative,
5850,525,,Meeks,,Co,ENGROSSED,Representative,
5851,525,,Handel,,Co,ENGROSSED,Representative,
5852,525,,Sensenbrenner,,Co,ENGROSSED,Representative,
5853,525,,Smucker,,Co,ENGROSSED,Representative,
5854,525,,Rothfus,,Co,ENGROSSED,Representative,
5855,525,,Blum,,Co,ENGROSSED,Representative,
5856,525,,Suozzi,,Co,ENGROSSED,Representative,
5857,525,,Clay,,Co,ENGROSSED,Representative,
5858,525,,Walker,,Co,ENGROSSED,Representative,
5859,526,,,,Primary,INTRODUCED,Senator,
5860,526,,,,Co,INTRODUCED,Senator,
5861,527,,Cornyn,,Primary,INTRODUCED,Representative,
5862,527,,Whitehouse,,Co,INTRODUCED,Representative,
5863,528,,Sessions,,Primary,INTRODUCED,Representative,
5864,528,,Meadows,,Co,INTRODUCED,Representative,
5865,528,,Griffith,,Co,INTRODUCED,Representative,
5866,528,,Flores,,Co,INTRODUCED,Representative,
5867,529,,McCollum,,Co,INTRODUCED,Senator,
5868,529,,Stivers,,Co,INTRODUCED,Senator,
5869,530,,Merkley,,Primary,PLACED_ON_CALENDAR,Senator,
5870,530,,Stabenow,,Co,PLACED_ON_CALENDAR,Senator,
5871,530,,Gillibrand,,Co,PLACED_ON_CALENDAR,Senator,
5872,530,,Baldwin,,Co,PLACED_ON_CALENDAR,Senator,
5873,530,,Blumenthal,,Co,PLACED_ON_CALENDAR,Senator,
5874,530,,Schatz,,Co,PLACED_ON_CALENDAR,Senator,
5875,530,,Cardin,,Co,PLACED_ON_CALENDAR,Senator,
5876,530,Cortez,Masto,,Co,PLACED_ON_CALENDAR,Senator,
5877,531,,Grassley,,Primary,INTRODUCED,Senator,
5878,531,,Durbin,,Co,INTRODUCED,Senator,
5879,531,,Lee,,Co,INTRODUCED,Senator,
5880,531,,Whitehouse,,Co,INTRODUCED,Senator,
5881,531,,Graham,,Co,INTRODUCED,Senator,
5882,531,,Booker,,Co,INTRODUCED,Senator,
5883,531,,Scott,,Co,INTRODUCED,Senator,
5884,531,,Leahy,,Co,INTRODUCED,Senator,
5885,531,,Ernst,,Co,INTRODUCED,Senator,
