,billid,firstname,lastname,state,primaryorco,billstage,chambername,civid
3450,287,,Bass,,Co,,,
3451,287,,Walker,,Co,,,
3452,287,,Ruppersberger,,Co,,,
3453,287,,McEachin,,Co,,,
3454,287,,Richmond,,Co,,,
3455,287,,Hill,,Co,,,
3456,287,,Jayapal,,Co,,,
3457,287,,Demings,,Co,,,
3458,288,,Alexander,,Primary,INTRODUCED,Senator,
3459,288,,Corker,,Co,INTRODUCED,Senator,
3460,288,,Cardin,,Co,INTRODUCED,Senator,
3461,288,,Jones,,Co,INTRODUCED,Senator,
3462,289,,Hassan,,Primary,INTRODUCED,Representative,
3463,289,,Kaine,,Co,INTRODUCED,Representative,
3464,289,,Shaheen,,Co,INTRODUCED,Representative,
3465,289,,Reed,,Co,INTRODUCED,Representative,
3466,290,,DeLauro,,Primary,INTRODUCED,Representative,
3467,290,,Pocan,,Co,INTRODUCED,Representative,
3468,290,,Capuano,,Co,INTRODUCED,Representative,
3469,290,,Slaughter,,Co,INTRODUCED,Representative,
3470,290,Wasserman,Schultz,,Co,INTRODUCED,Representative,
3471,290,,Lee,,Co,INTRODUCED,Representative,
3472,290,,Norton,,Co,INTRODUCED,Representative,
3473,290,,Lowenthal,,Co,INTRODUCED,Representative,
3474,290,,Takano,,Co,INTRODUCED,Representative,
3475,290,,Langevin,,Co,INTRODUCED,Representative,
3476,291,,Lee,,Primary,INTRODUCED,Senator,
3477,291,,Aguilar,,Co,INTRODUCED,Senator,
3478,291,,Barragán,,Co,INTRODUCED,Senator,
3479,291,,Bass,,Co,INTRODUCED,Senator,
3480,291,,Bonamici,,Co,INTRODUCED,Senator,
3481,291,,Bordallo,,Co,INTRODUCED,Senator,
3482,291,,Carbajal,,Co,INTRODUCED,Senator,
3483,291,,Cárdenas,,Co,INTRODUCED,Senator,
3484,291,,Correa,,Co,INTRODUCED,Senator,
3485,291,,Ellison,,Co,INTRODUCED,Senator,
3486,291,,Eshoo,,Co,INTRODUCED,Senator,
3487,291,,Espaillat,,Co,INTRODUCED,Senator,
3488,291,,Fudge,,Co,INTRODUCED,Senator,
3489,291,,Gallego,,Co,INTRODUCED,Senator,
3490,291,,Gomez,,Co,INTRODUCED,Senator,
3491,291,,Grijalva,,Co,INTRODUCED,Senator,
3492,291,,Gutiérrez,,Co,INTRODUCED,Senator,
3493,291,,Hanabusa,,Co,INTRODUCED,Senator,
3494,291,,Hastings,,Co,INTRODUCED,Senator,
3495,291,,Jayapal,,Co,INTRODUCED,Senator,
3496,291,,Khanna,,Co,INTRODUCED,Senator,
3497,291,,Lofgren,,Co,INTRODUCED,Senator,
3498,291,,Lowenthal,,Co,INTRODUCED,Senator,
3499,291,,Matsui,,Co,INTRODUCED,Senator,
3500,291,,Meeks,,Co,INTRODUCED,Senator,
3501,291,,Meng,,Co,INTRODUCED,Senator,
3502,291,,Napolitano,,Co,INTRODUCED,Senator,
3503,291,,Norton,,Co,INTRODUCED,Senator,
3504,291,,Payne,,Co,INTRODUCED,Senator,
3505,291,,Raskin,,Co,INTRODUCED,Senator,
3506,291,,Richmond,,Co,INTRODUCED,Senator,
3507,291,,Roybal-Allard,,Co,INTRODUCED,Senator,
3508,291,,Rush,,Co,INTRODUCED,Senator,
3509,291,,Sablan,,Co,INTRODUCED,Senator,
3510,291,,Sánchez,,Co,INTRODUCED,Senator,
3511,291,,Schiff,,Co,INTRODUCED,Senator,
3512,291,,Serrano,,Co,INTRODUCED,Senator,
3513,291,,Takano,,Co,INTRODUCED,Senator,
3514,291,,Torres,,Co,INTRODUCED,Senator,
3515,291,,Velázquez,,Co,INTRODUCED,Senator,
3516,291,Watson,Coleman,,Co,INTRODUCED,Senator,
3517,291,,Krishnamoorthi,,Co,INTRODUCED,Senator,
3518,292,,Baldwin,,Primary,,,
3519,292,,Durbin,,Co,,,
3520,292,,Markey,,Co,,,
3521,292,,Blumenthal,,Co,,,
3522,292,,Leahy,,Co,,,
3523,293,,Cohen,,Primary,INTRODUCED,Representative,
3524,293,,Adams,,Co,INTRODUCED,Representative,
3525,293,,Bass,,Co,INTRODUCED,Representative,
3526,293,,Capuano,,Co,INTRODUCED,Representative,
3527,293,,Cooper,,Co,INTRODUCED,Representative,
3528,293,,Doggett,,Co,INTRODUCED,Representative,
3529,293,,Kaptur,,Co,INTRODUCED,Representative,
3530,293,,Moore,,Co,INTRODUCED,Representative,
3531,293,,Napolitano,,Co,INTRODUCED,Representative,
3532,293,,Pallone,,Co,INTRODUCED,Representative,
3533,293,,Pascrell,,Co,INTRODUCED,Representative,
3534,293,,Rush,,Co,INTRODUCED,Representative,
3535,293,Wasserman,Schultz,,Co,INTRODUCED,Representative,
3536,293,,Black,,Co,INTRODUCED,Representative,
3537,293,Jackson,Lee,,Co,INTRODUCED,Representative,
3538,293,,Beyer,,Co,INTRODUCED,Representative,
3539,293,,DeSaulnier,,Co,INTRODUCED,Representative,
3540,293,,McGovern,,Co,INTRODUCED,Representative,
3541,293,,Norton,,Co,INTRODUCED,Representative,
3542,293,,Richmond,,Co,INTRODUCED,Representative,
3543,293,,Lee,,Co,INTRODUCED,Representative,
3544,293,,Beatty,,Co,INTRODUCED,Representative,
3545,293,Watson,Coleman,,Co,INTRODUCED,Representative,
3546,293,,Cummings,,Co,INTRODUCED,Representative,
3547,293,,Barragán,,Co,INTRODUCED,Representative,
3548,293,,Khanna,,Co,INTRODUCED,Representative,
3549,293,,Norcross,,Co,INTRODUCED,Representative,
3550,293,,Fleischmann,,Co,INTRODUCED,Representative,
3551,293,,McEachin,,Co,INTRODUCED,Representative,
3552,293,,DesJarlais,,Co,INTRODUCED,Representative,
3553,293,,Schakowsky,,Co,INTRODUCED,Representative,
3554,293,,Veasey,,Co,INTRODUCED,Representative,
3555,293,,Evans,,Co,INTRODUCED,Representative,
3556,293,,Yarmuth,,Co,INTRODUCED,Representative,
3557,293,,Hastings,,Co,INTRODUCED,Representative,
3558,293,,Blackburn,,Co,INTRODUCED,Representative,
3559,293,,Welch,,Co,INTRODUCED,Representative,
3560,293,,Raskin,,Co,INTRODUCED,Representative,
3561,293,,Lynch,,Co,INTRODUCED,Representative,
3562,293,,Butterfield,,Co,INTRODUCED,Representative,
3563,293,,Jeffries,,Co,INTRODUCED,Representative,
3564,293,,Jayapal,,Co,INTRODUCED,Representative,
3565,293,,Ellison,,Co,INTRODUCED,Representative,
3566,293,,Demings,,Co,INTRODUCED,Representative,
3567,293,,Cartwright,,Co,INTRODUCED,Representative,
3568,293,,Neal,,Co,INTRODUCED,Representative,
3569,293,,Blumenauer,,Co,INTRODUCED,Representative,
3570,293,,Cleaver,,Co,INTRODUCED,Representative,
3571,294,,Velázquez,,Primary,INTRODUCED,Senator,
3572,294,,DeLauro,,Co,INTRODUCED,Senator,
3573,294,,Grijalva,,Co,INTRODUCED,Senator,
3574,294,,Serrano,,Co,INTRODUCED,Senator,
3575,294,,Cicilline,,Co,INTRODUCED,Senator,
3576,294,,Cummings,,Co,INTRODUCED,Senator,
3577,294,,Pascrell,,Co,INTRODUCED,Senator,
3578,294,,Gutiérrez,,Co,INTRODUCED,Senator,
3579,294,,Espaillat,,Co,INTRODUCED,Senator,
3580,294,,Crowley,,Co,INTRODUCED,Senator,
3581,294,,Soto,,Co,INTRODUCED,Senator,
3582,294,,Payne,,Co,INTRODUCED,Senator,
3583,294,,Gallego,,Co,INTRODUCED,Senator,
3584,294,,Eshoo,,Co,INTRODUCED,Senator,
3585,295,,McCain,,Primary,INTRODUCED,Representative,
3586,295,,,,Co,INTRODUCED,Representative,
3587,296,,Abraham,,Co,INTRODUCED,Senator,
3588,296,,Cárdenas,,Co,INTRODUCED,Senator,
3589,296,,Chabot,,Co,INTRODUCED,Senator,
3590,296,,Radewagen,,Co,INTRODUCED,Senator,
3591,296,,Fleischmann,,Co,INTRODUCED,Senator,
3592,296,,Gabbard,,Co,INTRODUCED,Senator,
3593,296,,Grijalva,,Co,INTRODUCED,Senator,
3594,296,,Issa,,Co,INTRODUCED,Senator,
3595,296,,Kinzinger,,Co,INTRODUCED,Senator,
3596,296,,Lee,,Co,INTRODUCED,Senator,
3597,296,,Lowenthal,,Co,INTRODUCED,Senator,
3598,296,,Meng,,Co,INTRODUCED,Senator,
3599,296,,Raskin,,Co,INTRODUCED,Senator,
3600,296,,Rohrabacher,,Co,INTRODUCED,Senator,
3601,296,,Velázquez,,Co,INTRODUCED,Senator,
3602,296,,Wagner,,Co,INTRODUCED,Senator,
3603,297,,Harris,,Primary,INTRODUCED,Representative,
3604,297,,Gillibrand,,Co,INTRODUCED,Representative,
3605,297,,Cardin,,Co,INTRODUCED,Representative,
3606,297,,Wyden,,Co,INTRODUCED,Representative,
3607,297,,Blumenthal,,Co,INTRODUCED,Representative,
3608,297,,Nelson,,Co,INTRODUCED,Representative,
3609,297,,Jones,,Co,INTRODUCED,Representative,
3610,297,,Merkley,,Co,INTRODUCED,Representative,
3611,297,,Duckworth,,Co,INTRODUCED,Representative,
3612,297,,Carper,,Co,INTRODUCED,Representative,
3613,297,,Brown,,Co,INTRODUCED,Representative,
3614,297,,Baldwin,,Co,INTRODUCED,Representative,
3615,297,,Hirono,,Co,INTRODUCED,Representative,
3616,297,,Stabenow,,Co,INTRODUCED,Representative,
3617,298,,Velázquez,,Primary,INTRODUCED,Representative,
3618,298,,,,Co,INTRODUCED,Representative,
3619,299,,Fudge,,Primary,INTRODUCED,Senator,
3620,300,,Jones,,Primary,INTRODUCED,Senator,
3621,300,,Scott,,Co,INTRODUCED,Senator,
3622,301,,Heitkamp,,Primary,REPORTED,Senator,
3623,301,,Tester,,Co,REPORTED,Senator,
3624,301,,Franken,,Co,REPORTED,Senator,
3625,301,,Heinrich,,Co,REPORTED,Senator,
3626,301,,Merkley,,Co,REPORTED,Senator,
3627,301,,Warren,,Co,REPORTED,Senator,
3628,302,,Heitkamp,,Primary,INTRODUCED,Senator,
3629,302,,Hoeven,,Primary,INTRODUCED,Senator,
3630,302,,Tester,,Co,INTRODUCED,Senator,
3631,302,,Franken,,Co,INTRODUCED,Senator,
3632,302,,Heinrich,,Co,INTRODUCED,Senator,
3633,302,,Merkley,,Co,INTRODUCED,Senator,
3634,302,,Warren,,Co,INTRODUCED,Senator,
3635,302,Cortez,Masto,,Co,INTRODUCED,Senator,
3636,302,,Wyden,,Co,INTRODUCED,Senator,
3637,302,,Murkowski,,Co,INTRODUCED,Senator,
3638,302,,Collins,,Co,INTRODUCED,Senator,
3639,302,,Klobuchar,,Co,INTRODUCED,Senator,
3640,302,,Tillis,,Co,INTRODUCED,Senator,
3641,302,,Smith,,Co,INTRODUCED,Senator,
3642,302,,Cantwell,,Co,INTRODUCED,Senator,
3643,302,,Udall,,Co,INTRODUCED,Senator,
3644,302,,Schatz,,Co,INTRODUCED,Senator,
3645,302,,Murray,,Co,INTRODUCED,Senator,
3646,302,,Gillibrand,,Co,INTRODUCED,Senator,
3647,303,,Schumer,,Primary,REFERRED,Senator,
3648,303,,Hirono,,Co,REFERRED,Senator,
3649,303,,Blumenthal,,Co,REFERRED,Senator,
3650,303,,Merkley,,Co,REFERRED,Senator,
3651,304,,,,Primary,ENGROSSED,Representative,
3652,304,,,,Co,ENGROSSED,Representative,
3653,305,,,,Primary,,,
3654,305,,,,Co,,,
3655,306,,DeFazio,,Primary,INTRODUCED,Representative,
3656,306,,Cicilline,,Co,INTRODUCED,Representative,
3657,306,,DeLauro,,Co,INTRODUCED,Representative,
3658,306,,Dingell,,Co,INTRODUCED,Representative,
3659,306,,Ellison,,Co,INTRODUCED,Representative,
3660,306,,Kaptur,,Co,INTRODUCED,Representative,
3661,306,,Lipinski,,Co,INTRODUCED,Representative,
3662,306,,Nolan,,Co,INTRODUCED,Representative,
3663,306,,Pocan,,Co,INTRODUCED,Representative,
3664,306,,Slaughter,,Co,INTRODUCED,Representative,
3665,307,,,,Co,INTRODUCED,Senator,
3666,308,,Cruz,,Primary,INTRODUCED,Representative,
3667,308,,Lee,,Co,INTRODUCED,Representative,
3668,309,,Torres,,Primary,INTRODUCED,Representative,
3669,309,,Cole,,Co,INTRODUCED,Representative,
3670,309,,Radewagen,,Co,INTRODUCED,Representative,
3671,309,,Hanabusa,,Co,INTRODUCED,Representative,
3672,309,,Moore,,Co,INTRODUCED,Representative,
3673,309,,Jayapal,,Co,INTRODUCED,Representative,
3674,309,,Grijalva,,Co,INTRODUCED,Representative,
3675,309,,Khanna,,Co,INTRODUCED,Representative,
3676,310,,Hastings,,Primary,REPORTED,Representative,
3677,310,,,,Co,REPORTED,Representative,
3678,311,,Perry,,Primary,INTRODUCED,Representative,
3679,311,,McCaul,,Co,INTRODUCED,Representative,
3680,312,,Coffman,,Primary,INTRODUCED,Representative,
3681,312,,Moulton,,Co,INTRODUCED,Representative,
3682,312,,ORourke,,Co,INTRODUCED,Representative,
3683,312,,Polis,,Co,INTRODUCED,Representative,
3684,312,,Bergman,,Co,INTRODUCED,Representative,
3685,312,,Bost,,Co,INTRODUCED,Representative,
3686,313,,,,Co,INTRODUCED,Representative,
3687,314,,Meadows,,Primary,INTRODUCED,Representative,
3688,314,,,,Co,INTRODUCED,Representative,
3689,315,,Pocan,,Primary,INTRODUCED,Senator,
3690,315,,Lowenthal,,Co,INTRODUCED,Senator,
3691,315,,Norton,,Co,INTRODUCED,Senator,
3692,315,,Jayapal,,Co,INTRODUCED,Senator,
3693,315,,Yarmuth,,Co,INTRODUCED,Senator,
3694,315,,DelBene,,Co,INTRODUCED,Senator,
3695,315,,Speier,,Co,INTRODUCED,Senator,
3696,315,,Grijalva,,Co,INTRODUCED,Senator,
3697,315,,Langevin,,Co,INTRODUCED,Senator,
3698,315,,Tsongas,,Co,INTRODUCED,Senator,
3699,315,,Jeffries,,Co,INTRODUCED,Senator,
3700,315,,Engel,,Co,INTRODUCED,Senator,
3701,315,,Nadler,,Co,INTRODUCED,Senator,
3702,315,,Garamendi,,Co,INTRODUCED,Senator,
3703,315,,Kilmer,,Co,INTRODUCED,Senator,
3704,315,,Cohen,,Co,INTRODUCED,Senator,
3705,315,Watson,Coleman,,Co,INTRODUCED,Senator,
3706,315,Wasserman,Schultz,,Co,INTRODUCED,Senator,
3707,315,,Bonamici,,Co,INTRODUCED,Senator,
3708,315,,Pallone,,Co,INTRODUCED,Senator,
3709,315,,Titus,,Co,INTRODUCED,Senator,
3710,315,,Peters,,Co,INTRODUCED,Senator,
3711,315,,Foster,,Co,INTRODUCED,Senator,
3712,315,,Cicilline,,Co,INTRODUCED,Senator,
3713,315,,Delaney,,Co,INTRODUCED,Senator,
3714,315,,Cárdenas,,Co,INTRODUCED,Senator,
3715,315,,Ellison,,Co,INTRODUCED,Senator,
3716,315,,Deutch,,Co,INTRODUCED,Senator,
3717,315,,Blumenauer,,Co,INTRODUCED,Senator,
3718,316,,Murray,,Primary,INTRODUCED,Senator,
3719,316,,Baldwin,,Co,INTRODUCED,Senator,
3720,316,,Blumenthal,,Co,INTRODUCED,Senator,
3721,316,,Booker,,Co,INTRODUCED,Senator,
3722,316,,Casey,,Co,INTRODUCED,Senator,
3723,316,,Duckworth,,Co,INTRODUCED,Senator,
3724,316,,Franken,,Co,INTRODUCED,Senator,
3725,316,,Gillibrand,,Co,INTRODUCED,Senator,
3726,316,,Harris,,Co,INTRODUCED,Senator,
3727,316,,Hassan,,Co,INTRODUCED,Senator,
3728,316,,Hirono,,Co,INTRODUCED,Senator,
3729,316,,Markey,,Co,INTRODUCED,Senator,
3730,316,,Merkley,,Co,INTRODUCED,Senator,
3731,316,,Sanders,,Co,INTRODUCED,Senator,
3732,316,,Schatz,,Co,INTRODUCED,Senator,
3733,316,,Shaheen,,Co,INTRODUCED,Senator,
3734,316,Van,Hollen,,Co,INTRODUCED,Senator,6
3735,316,,Warren,,Co,INTRODUCED,Senator,
3736,316,,Wyden,,Co,INTRODUCED,Senator,
3737,317,,McCain,,Primary,INTRODUCED,Representative,
3738,317,,Baldwin,,Co,INTRODUCED,Representative,
3739,317,Van,Hollen,,Co,INTRODUCED,Representative,6
3740,317,,Tillis,,Co,INTRODUCED,Representative,
3741,317,,Sullivan,,Co,INTRODUCED,Representative,
3742,318,,Lee,,Primary,ENGROSSED,Senator,
3743,318,,Beyer,,Co,ENGROSSED,Senator,
3744,318,,Norton,,Co,ENGROSSED,Senator,
3745,318,,Grijalva,,Co,ENGROSSED,Senator,
3746,319,,,,Primary,INTRODUCED,Representative,
3747,319,,,,Co,INTRODUCED,Representative,
3748,320,,Foster,,Co,INTRODUCED,Senator,
3749,320,,Peters,,Co,INTRODUCED,Senator,
3750,320,,Norton,,Co,INTRODUCED,Senator,
3751,320,,Takano,,Co,INTRODUCED,Senator,
3752,320,,Bonamici,,Co,INTRODUCED,Senator,
3753,320,,Tonko,,Co,INTRODUCED,Senator,
3754,320,,Lofgren,,Co,INTRODUCED,Senator,
3755,320,,Rosen,,Co,INTRODUCED,Senator,
3756,320,,Perlmutter,,Co,INTRODUCED,Senator,
3757,320,,Slaughter,,Co,INTRODUCED,Senator,
3758,320,,Grijalva,,Co,INTRODUCED,Senator,
3759,320,,Kilmer,,Co,INTRODUCED,Senator,
3760,320,,Kennedy,,Co,INTRODUCED,Senator,
3761,320,,Beyer,,Co,INTRODUCED,Senator,
3762,320,,Lipinski,,Co,INTRODUCED,Senator,
3763,321,,Harris,,Primary,INTRODUCED,Senator,
3764,321,,,,Co,INTRODUCED,Senator,
3765,322,,Booker,,Primary,INTRODUCED,Senator,
3766,322,Van,Hollen,,Co,INTRODUCED,Senator,6
3767,323,,Heller,,Primary,INTRODUCED,Representative,
3768,323,,,,Co,INTRODUCED,Representative,
3769,324,,,,Co,INTRODUCED,Representative,
3770,325,,Bonamici,,Co,INTRODUCED,Representative,
3771,325,,Perlmutter,,Co,INTRODUCED,Representative,
3772,325,,Lipinski,,Co,INTRODUCED,Representative,
3773,325,,Takano,,Co,INTRODUCED,Representative,
3774,325,,Rosen,,Co,INTRODUCED,Representative,
3775,325,,Crist,,Co,INTRODUCED,Representative,
3776,325,,Hanabusa,,Co,INTRODUCED,Representative,
3777,325,,Lamb,,Co,INTRODUCED,Representative,
3778,325,,Bass,,Co,INTRODUCED,Representative,
3779,325,,Lawrence,,Co,INTRODUCED,Representative,
3780,325,,Richmond,,Co,INTRODUCED,Representative,
3781,325,Watson,Coleman,,Co,INTRODUCED,Representative,
3782,325,,Fudge,,Co,INTRODUCED,Representative,
3783,325,,Adams,,Co,INTRODUCED,Representative,
3784,325,,Clay,,Co,INTRODUCED,Representative,
3785,325,,Veasey,,Co,INTRODUCED,Representative,
3786,325,,Cleaver,,Co,INTRODUCED,Representative,
3787,325,,Hastings,,Co,INTRODUCED,Representative,
3788,325,,Butterfield,,Co,INTRODUCED,Representative,
3789,325,,Meeks,,Co,INTRODUCED,Representative,
3790,325,,Demings,,Co,INTRODUCED,Representative,
3791,325,,Speier,,Co,INTRODUCED,Representative,
3792,326,,Hastings,,Primary,INTRODUCED,Representative,
3793,326,,Richmond,,Co,INTRODUCED,Representative,
3794,326,,Butterfield,,Co,INTRODUCED,Representative,
3795,326,,Norton,,Co,INTRODUCED,Representative,
3796,326,,Cohen,,Co,INTRODUCED,Representative,
3797,326,,Lee,,Co,INTRODUCED,Representative,
3798,326,Jackson,Lee,,Co,INTRODUCED,Representative,
3799,326,,McGovern,,Co,INTRODUCED,Representative,
3800,326,,Plaskett,,Co,INTRODUCED,Representative,
3801,326,,Bass,,Co,INTRODUCED,Representative,
3802,326,,Serrano,,Co,INTRODUCED,Representative,
3803,326,,Rush,,Co,INTRODUCED,Representative,
3804,327,Herrera,Beutler,,Primary,INTRODUCED,Representative,
3805,327,,Conyers,,Co,INTRODUCED,Representative,
3806,327,,DeGette,,Co,INTRODUCED,Representative,
3807,328,,Nadler,,Primary,INTRODUCED,Representative,
3808,328,Jackson,Lee,,Co,INTRODUCED,Representative,
3809,328,,Cohen,,Co,INTRODUCED,Representative,
3810,328,,Raskin,,Co,INTRODUCED,Representative,
3811,328,,Cicilline,,Co,INTRODUCED,Representative,
3812,328,,Schakowsky,,Co,INTRODUCED,Representative,
3813,328,,Kaptur,,Co,INTRODUCED,Representative,
3814,328,,Jeffries,,Co,INTRODUCED,Representative,
3815,328,,Gutiérrez,,Co,INTRODUCED,Representative,
3816,328,,Norton,,Co,INTRODUCED,Representative,
3817,328,,Cummings,,Co,INTRODUCED,Representative,
3818,328,,McGovern,,Co,INTRODUCED,Representative,
3819,328,,Blumenauer,,Co,INTRODUCED,Representative,
3820,328,,Moore,,Co,INTRODUCED,Representative,
3821,328,,Pascrell,,Co,INTRODUCED,Representative,
3822,328,,Yarmuth,,Co,INTRODUCED,Representative,
3823,328,,Hastings,,Co,INTRODUCED,Representative,
3824,328,,Vargas,,Co,INTRODUCED,Representative,
3825,328,,DeFazio,,Co,INTRODUCED,Representative,
3826,328,,Lee,,Co,INTRODUCED,Representative,
3827,328,,Huffman,,Co,INTRODUCED,Representative,
3828,328,,Quigley,,Co,INTRODUCED,Representative,
3829,328,,Takano,,Co,INTRODUCED,Representative,
3830,328,,Nolan,,Co,INTRODUCED,Representative,
3831,328,,Jayapal,,Co,INTRODUCED,Representative,
3832,328,Wasserman,Schultz,,Co,INTRODUCED,Representative,
3833,328,,Ellison,,Co,INTRODUCED,Representative,
3834,328,,Kildee,,Co,INTRODUCED,Representative,
3835,329,,Richmond,,Primary,INTRODUCED,Senator,
3836,329,,Cummings,,Co,INTRODUCED,Senator,
3837,329,,Lee,,Co,INTRODUCED,Senator,
3838,329,,Moore,,Co,INTRODUCED,Senator,
3839,330,,Harris,,Primary,INTRODUCED,Senator,
3840,330,,Booker,,Co,INTRODUCED,Senator,
3841,330,,Gillibrand,,Co,INTRODUCED,Senator,
3842,330,,Feinstein,,Co,INTRODUCED,Senator,
3843,331,,Paul,,Primary,INTRODUCED,Senator,
3844,331,,Booker,,Co,INTRODUCED,Senator,
3845,332,,Grassley,,Primary,,,
3846,332,,Feinstein,,Co,,,
3847,332,,Cornyn,,Co,,,
3848,332,,Klobuchar,,Co,,,
3849,332,,Corker,,Co,,,
3850,332,,Rubio,,Co,,,
3851,333,,Espaillat,,Primary,INTRODUCED,Representative,
3852,333,,,,Co,INTRODUCED,Representative,
3853,334,,Cummings,,Primary,INTRODUCED,Senator,
3854,334,,Conyers,,Co,INTRODUCED,Senator,
3855,334,Jackson,Lee,,Co,INTRODUCED,Senator,
3856,334,,Clay,,Co,INTRODUCED,Senator,
3857,334,,Lee,,Co,INTRODUCED,Senator,
3858,334,,Bass,,Co,INTRODUCED,Senator,
3859,334,,Cárdenas,,Co,INTRODUCED,Senator,
3860,334,,Norton,,Co,INTRODUCED,Senator,
3861,335,,Heitkamp,,Primary,INTRODUCED,Representative,
3862,335,,Capito,,Co,INTRODUCED,Representative,
3863,336,,MacArthur,,Co,INTRODUCED,Senator,
3864,336,,Himes,,Co,INTRODUCED,Senator,
3865,336,,Quigley,,Co,INTRODUCED,Senator,
3866,337,,Warren,,Primary,INTRODUCED,Senator,
3867,337,,,,Co,INTRODUCED,Senator,
3868,338,,Booker,,Primary,INTRODUCED,Representative,
3869,338,,,,Co,INTRODUCED,Representative,
3870,339,,Chaffetz,,Primary,INTRODUCED,Senator,
3871,339,,Black,,Co,INTRODUCED,Senator,
3872,339,,Chabot,,Co,INTRODUCED,Senator,
3873,339,,Farenthold,,Co,INTRODUCED,Senator,
3874,339,,Gosar,,Co,INTRODUCED,Senator,
3875,339,,Gowdy,,Co,INTRODUCED,Senator,
3876,339,,Lance,,Co,INTRODUCED,Senator,
3877,339,,Pittenger,,Co,INTRODUCED,Senator,
3878,339,,Zeldin,,Co,INTRODUCED,Senator,
3879,339,,Hudson,,Co,INTRODUCED,Senator,
3880,340,,Kaine,,Primary,INTRODUCED,Representative,
3881,340,,,,Co,INTRODUCED,Representative,
3882,341,,Ros-Lehtinen,,Co,INTRODUCED,Senator,
3883,341,,Moore,,Co,INTRODUCED,Senator,
3884,341,,Shea-Porter,,Co,INTRODUCED,Senator,
3885,341,,Gallego,,Co,INTRODUCED,Senator,
3886,341,,Dingell,,Co,INTRODUCED,Senator,
3887,341,,Roybal-Allard,,Co,INTRODUCED,Senator,
3888,341,,Norton,,Co,INTRODUCED,Senator,
3889,341,,Evans,,Co,INTRODUCED,Senator,
3890,342,,Udall,,Primary,INTRODUCED,Representative,
3891,342,,Warren,,Co,INTRODUCED,Representative,
3892,342,,Heitkamp,,Co,INTRODUCED,Representative,
3893,342,,Klobuchar,,Co,INTRODUCED,Representative,
3894,342,Cortez,Masto,,Co,INTRODUCED,Representative,
3895,342,,Smith,,Co,INTRODUCED,Representative,
3896,342,,Harris,,Co,INTRODUCED,Representative,
3897,342,,Feinstein,,Co,INTRODUCED,Representative,
3898,342,Van,Hollen,,Co,INTRODUCED,Representative,6
3899,342,,Tester,,Co,INTRODUCED,Representative,
3900,342,,Booker,,Co,INTRODUCED,Representative,
3901,342,,Heinrich,,Co,INTRODUCED,Representative,
3902,342,,Hirono,,Co,INTRODUCED,Representative,
3903,343,,Cohen,,Primary,INTRODUCED,Representative,
3904,343,,Grijalva,,Co,INTRODUCED,Representative,
3905,343,,Cummings,,Co,INTRODUCED,Representative,
3906,343,,Ellison,,Co,INTRODUCED,Representative,
3907,343,,Lawrence,,Co,INTRODUCED,Representative,
3908,343,,McCollum,,Co,INTRODUCED,Representative,
3909,343,,Meeks,,Co,INTRODUCED,Representative,
3910,343,,Moore,,Co,INTRODUCED,Representative,
3911,343,,Norton,,Co,INTRODUCED,Representative,
3912,343,,Slaughter,,Co,INTRODUCED,Representative,
3913,343,,Hastings,,Co,INTRODUCED,Representative,
3914,343,,Polis,,Co,INTRODUCED,Representative,
3915,344,,Schneider,,Primary,INTRODUCED,Senator,
3916,344,,Correa,,Co,INTRODUCED,Senator,
3917,345,,Schatz,,Primary,INTRODUCED,Representative,
3918,345,,Paul,,Co,INTRODUCED,Representative,
3919,345,,Gillibrand,,Co,INTRODUCED,Representative,
3920,345,,Merkley,,Co,INTRODUCED,Representative,
3921,347,,Cardin,,Primary,INTRODUCED,Representative,
3922,347,,Blumenthal,,Co,INTRODUCED,Representative,
3923,347,,Booker,,Co,INTRODUCED,Representative,
3924,347,,Brown,,Co,INTRODUCED,Representative,
3925,347,,Casey,,Co,INTRODUCED,Representative,
3926,347,,Coons,,Co,INTRODUCED,Representative,
3927,347,,Duckworth,,Co,INTRODUCED,Representative,
3928,347,,Durbin,,Co,INTRODUCED,Representative,
3929,347,,Franken,,Co,INTRODUCED,Representative,
3930,347,,Harris,,Co,INTRODUCED,Representative,
3931,347,,Hirono,,Co,INTRODUCED,Representative,
3932,347,,Leahy,,Co,INTRODUCED,Representative,
3933,347,,Markey,,Co,INTRODUCED,Representative,
3934,347,,Sanders,,Co,INTRODUCED,Representative,
3935,347,Van,Hollen,,Co,INTRODUCED,Representative,6
3936,347,,Warren,,Co,INTRODUCED,Representative,
3937,347,,Whitehouse,,Co,INTRODUCED,Representative,
3938,347,,Wyden,,Co,INTRODUCED,Representative,
3939,348,,Gallego,,Co,INTRODUCED,Senator,
3940,348,,McCollum,,Co,INTRODUCED,Senator,
3941,348,,OHalleran,,Co,INTRODUCED,Senator,
3942,348,,Huffman,,Co,INTRODUCED,Senator,
3943,348,,Moore,,Co,INTRODUCED,Senator,
3944,348,,Norton,,Co,INTRODUCED,Senator,
3945,348,,Torres,,Co,INTRODUCED,Senator,
3946,348,,Soto,,Co,INTRODUCED,Senator,
3947,348,,Blumenauer,,Co,INTRODUCED,Senator,
3948,348,,Grijalva,,Co,INTRODUCED,Senator,
3949,348,,Ruiz,,Co,INTRODUCED,Senator,
3950,349,,Gillibrand,,Primary,INTRODUCED,Senator,
3951,349,,Rubio,,Co,INTRODUCED,Senator,
