billid,firstname,lastname,state,primaryorco
43,McMorris,Rodgers,nan,Co
43,nan,Ros-Lehtinen,nan,Co
43,nan,Granger,nan,Co
43,nan,Lowey,nan,Co
43,nan,Sherman,nan,Co
43,nan,Veasey,nan,Co
43,nan,Buck,nan,Co
43,nan,Engel,nan,Co
44,nan,Serrano,nan,Primary
44,nan,Jeffries,nan,Co
44,nan,DelBene,nan,Co
44,nan,Napolitano,nan,Co
44,nan,Meeks,nan,Co
44,nan,Jayapal,nan,Co
44,nan,Velázquez,nan,Co
44,nan,Lofgren,nan,Co
44,nan,Espaillat,nan,Co
44,nan,Kilmer,nan,Co
44,nan,Sablan,nan,Co
45,nan,Demings,nan,Co
45,nan,DeSaulnier,nan,Co
45,nan,Dingell,nan,Co
45,nan,Ellison,nan,Co
45,nan,Evans,nan,Co
45,nan,Norton,nan,Co
45,nan,Jayapal,nan,Co
45,nan,Quigley,nan,Co
45,Wasserman,Schultz,nan,Co
46,Jackson,Lee,nan,Primary
46,nan,nan,nan,Co
47,nan,Nelson,nan,Primary
47,nan,Rubio,nan,Co
47,Cortez,Masto,nan,Co
47,nan,Cornyn,nan,Co
47,nan,Murphy,nan,Co
47,nan,Ernst,nan,Co
47,nan,Markey,nan,Co
47,nan,Baldwin,nan,Co
47,nan,Whitehouse,nan,Co
47,nan,Carper,nan,Co
47,nan,Feinstein,nan,Co
47,nan,Warren,nan,Co
47,nan,Hirono,nan,Co
47,nan,Durbin,nan,Co
47,nan,Hassan,nan,Co
47,nan,Coons,nan,Co
47,nan,Brown,nan,Co
47,nan,Kaine,nan,Co
47,nan,Casey,nan,Co
47,nan,Menendez,nan,Co
47,nan,Blumenthal,nan,Co
47,Van,Hollen,nan,Co
47,nan,Smith,nan,Co
47,nan,Peters,nan,Co
47,nan,Duckworth,nan,Co
47,nan,Merkley,nan,Co
47,nan,Inhofe,nan,Co
47,nan,Heller,nan,Co
47,nan,Klobuchar,nan,Co
47,nan,Toomey,nan,Co
47,nan,Schatz,nan,Co
47,nan,Collins,nan,Co
47,nan,Cardin,nan,Co
48,nan,Fudge,nan,Primary
48,nan,Tiberi,nan,Co
48,nan,Kind,nan,Co
48,nan,Reichert,nan,Co
49,nan,Gomez,nan,Primary
49,nan,Demings,nan,Co
49,nan,Soto,nan,Co
50,nan,nan,nan,Primary
50,nan,nan,nan,Co
51,nan,nan,nan,Primary
51,nan,nan,nan,Co
52,nan,nan,nan,Primary
52,nan,nan,nan,Co
53,nan,Duckworth,nan,Primary
53,nan,Hirono,nan,Co
53,nan,Blumenthal,nan,Co
53,nan,Schatz,nan,Co
53,nan,Booker,nan,Co
53,nan,Feinstein,nan,Co
54,nan,Nelson,nan,Primary
54,nan,Rubio,nan,Co
54,nan,Durbin,nan,Co
54,Van,Hollen,nan,Co
54,nan,Blumenthal,nan,Co
54,nan,Coons,nan,Co
54,nan,Baldwin,nan,Co
54,nan,Markey,nan,Co
54,nan,Hassan,nan,Co
54,nan,Carper,nan,Co
54,nan,Whitehouse,nan,Co
54,nan,Gillibrand,nan,Co
54,nan,Warren,nan,Co
54,nan,King,nan,Co
54,nan,Casey,nan,Co
54,nan,Franken,nan,Co
54,nan,Booker,nan,Co
54,Cortez,Masto,nan,Co
54,nan,Menendez,nan,Co
54,nan,Schatz,nan,Co
54,nan,Merkley,nan,Co
54,nan,Feinstein,nan,Co
54,nan,McCain,nan,Co
54,nan,Enzi,nan,Co
54,nan,Rounds,nan,Co
54,nan,Inhofe,nan,Co
54,nan,Murkowski,nan,Co
54,nan,Sullivan,nan,Co
55,nan,Takano,nan,Primary
55,nan,nan,nan,Co
56,nan,nan,nan,Co
57,nan,Cooper,nan,Primary
57,nan,Peterson,nan,Co
57,nan,Sinema,nan,Co
57,nan,Costa,nan,Co
57,nan,Schrader,nan,Co
57,nan,OHalleran,nan,Co
58,nan,Chabot,nan,Primary
58,nan,nan,nan,Co
59,nan,McCarthy,nan,Primary
59,nan,nan,nan,Co
60,nan,Bilirakis,nan,Co
61,nan,Murray,nan,Primary
61,nan,Gillibrand,nan,Co
61,nan,Baldwin,nan,Co
62,nan,Booker,nan,Primary
62,Cortez,Masto,nan,Co
62,nan,Baldwin,nan,Co
62,nan,Harris,nan,Co
63,nan,Casey,nan,Primary
63,nan,Warren,nan,Co
63,nan,Whitehouse,nan,Co
63,nan,Bennet,nan,Co
63,nan,Hirono,nan,Co
63,nan,Heitkamp,nan,Co
63,nan,Stabenow,nan,Co
63,nan,Klobuchar,nan,Co
63,nan,Shaheen,nan,Co
63,nan,Harris,nan,Co
63,nan,Kaine,nan,Co
63,Cortez,Masto,nan,Co
63,nan,Booker,nan,Co
63,nan,Blumenthal,nan,Co
63,nan,Feinstein,nan,Co
63,nan,Baldwin,nan,Co
63,nan,Murray,nan,Co
63,nan,Gillibrand,nan,Co
63,nan,Coons,nan,Co
63,nan,Wyden,nan,Co
63,nan,Brown,nan,Co
63,nan,Warner,nan,Co
63,nan,Cantwell,nan,Co
63,nan,Carper,nan,Co
63,nan,Reed,nan,Co
63,nan,Smith,nan,Co
63,nan,Markey,nan,Co
63,nan,Leahy,nan,Co
63,nan,Hassan,nan,Co
63,nan,Nelson,nan,Co
63,nan,Cardin,nan,Co
63,nan,Peters,nan,Co
64,nan,Quigley,nan,Primary
64,nan,Kaptur,nan,Co
64,nan,Nadler,nan,Co
64,nan,Napolitano,nan,Co
64,nan,Speier,nan,Co
64,nan,Moore,nan,Co
64,nan,Cicilline,nan,Co
64,nan,Cohen,nan,Co
65,Watson,Coleman,nan,Primary
65,nan,Lawrence,nan,Co
65,nan,Foster,nan,Co
65,nan,Adams,nan,Co
65,nan,Nolan,nan,Co
65,nan,Garamendi,nan,Co
65,nan,Dingell,nan,Co
65,nan,Torres,nan,Co
65,nan,Ellison,nan,Co
65,nan,McNerney,nan,Co
65,nan,Sablan,nan,Co
65,nan,Pallone,nan,Co
65,nan,Takano,nan,Co
65,nan,Napolitano,nan,Co
65,nan,Vargas,nan,Co
65,nan,Speier,nan,Co
65,nan,Hastings,nan,Co
65,nan,Sires,nan,Co
65,nan,Cohen,nan,Co
65,nan,Moore,nan,Co
66,nan,Meng,nan,Primary
66,nan,nan,nan,Co
67,nan,Sánchez,nan,Primary
67,nan,Pocan,nan,Co
67,nan,Gallego,nan,Co
67,nan,Ros-Lehtinen,nan,Co
67,nan,Quigley,nan,Co
67,nan,MacArthur,nan,Co
67,nan,Sinema,nan,Co
67,nan,Kildee,nan,Co
67,nan,Lowenthal,nan,Co
67,nan,Cicilline,nan,Co
68,nan,McKinley,nan,Co
68,nan,Diaz-Balart,nan,Co
68,nan,Blum,nan,Co
68,nan,Stefanik,nan,Co
68,nan,Bacon,nan,Co
68,nan,Valadao,nan,Co
68,nan,Knight,nan,Co
68,nan,Bost,nan,Co
68,Herrera,Beutler,nan,Co
68,nan,Renacci,nan,Co
68,nan,LoBiondo,nan,Co
68,nan,Newhouse,nan,Co
68,nan,Hurd,nan,Co
68,nan,Huizenga,nan,Co
68,nan,Upton,nan,Co
68,nan,Coffman,nan,Co
68,nan,Yoder,nan,Co
68,nan,Katko,nan,Co
68,nan,Donovan,nan,Co
68,nan,McSally,nan,Co
69,nan,Bass,nan,Co
69,nan,Pocan,nan,Co
69,nan,Hastings,nan,Co
69,nan,Norton,nan,Co
69,nan,Lee,nan,Co
69,nan,Demings,nan,Co
70,nan,Durbin,nan,Primary
70,nan,nan,nan,Co
71,nan,Krishnamoorthi,nan,Primary
72,nan,Hirono,nan,Primary
72,nan,nan,nan,Co
73,nan,Ruiz,nan,Primary
73,nan,Barragán,nan,Co
73,Jackson,Lee,nan,Co
73,nan,Roybal-Allard,nan,Co
73,nan,Evans,nan,Co
73,nan,Jayapal,nan,Co
73,nan,McEachin,nan,Co
73,nan,Hastings,nan,Co
73,nan,Payne,nan,Co
73,nan,Gutiérrez,nan,Co
73,nan,Carbajal,nan,Co
73,nan,Kihuen,nan,Co
74,nan,Ros-Lehtinen,nan,Primary
74,nan,Connolly,nan,Co
75,nan,Katko,nan,Primary
75,nan,Donovan,nan,Co
75,nan,Garamendi,nan,Co
75,nan,Grijalva,nan,Co
75,nan,Jeffries,nan,Co
75,nan,Lipinski,nan,Co
75,nan,McCollum,nan,Co
75,nan,Walz,nan,Co
75,nan,Velázquez,nan,Co
75,nan,Zeldin,nan,Co
75,nan,Connolly,nan,Co
75,nan,Norton,nan,Co
75,nan,Comstock,nan,Co
75,nan,Upton,nan,Co
75,nan,Dent,nan,Co
75,nan,Reed,nan,Co
75,nan,Pocan,nan,Co
75,nan,Stefanik,nan,Co
75,nan,Soto,nan,Co
75,nan,Kilmer,nan,Co
76,nan,Scott,nan,Primary
76,nan,Grassley,nan,Co
77,nan,Enzi,nan,Primary
77,nan,Heitkamp,nan,Co
77,nan,Risch,nan,Co
77,nan,Merkley,nan,Co
77,nan,Hoeven,nan,Co
77,nan,Crapo,nan,Co
77,nan,Thune,nan,Co
77,nan,Inhofe,nan,Co
77,nan,Barrasso,nan,Co
77,nan,Tester,nan,Co
77,nan,Udall,nan,Co
77,nan,Rounds,nan,Co
77,nan,Bennet,nan,Co
77,Cortez,Masto,nan,Co
77,nan,Heller,nan,Co
78,nan,Booker,nan,Primary
78,nan,Durbin,nan,Co
78,nan,Carper,nan,Co
78,nan,Schatz,nan,Co
78,nan,Udall,nan,Co
78,nan,Whitehouse,nan,Co
78,nan,Gillibrand,nan,Co
78,nan,Markey,nan,Co
78,nan,Merkley,nan,Co
78,nan,Warren,nan,Co
78,nan,Harris,nan,Co
78,nan,Sanders,nan,Co
79,nan,Conyers,nan,Co
79,nan,Lofgren,nan,Co
79,nan,Lee,nan,Co
79,nan,Dingell,nan,Co
79,nan,Meng,nan,Co
79,nan,Napolitano,nan,Co
79,nan,Hanabusa,nan,Co
80,nan,Murphy,nan,Primary
80,nan,Cantwell,nan,Co
80,nan,Merkley,nan,Co
80,nan,Blumenthal,nan,Co
80,nan,Coons,nan,Co
80,nan,Schatz,nan,Co
80,nan,Baldwin,nan,Co
80,Van,Hollen,nan,Co
80,nan,Booker,nan,Co
80,nan,Murray,nan,Co
81,nan,Rush,nan,Primary
81,nan,nan,nan,Co
82,nan,Norton,nan,Primary
82,nan,Richmond,nan,Co
82,nan,Conyers,nan,Co
82,Watson,Coleman,nan,Co
82,nan,Bass,nan,Co
82,nan,Napolitano,nan,Co
82,Jackson,Lee,nan,Co
82,nan,Beatty,nan,Co
82,nan,Jayapal,nan,Co
83,nan,Murphy,nan,Primary
83,nan,Feinstein,nan,Co
83,nan,Leahy,nan,Co
83,nan,Murray,nan,Co
83,nan,Blumenthal,nan,Co
83,nan,Gillibrand,nan,Co
83,nan,Merkley,nan,Co
83,nan,Franken,nan,Co
83,nan,Baldwin,nan,Co
83,nan,Schatz,nan,Co
83,nan,Booker,nan,Co
83,nan,Markey,nan,Co
83,Van,Hollen,nan,Co
83,nan,Harris,nan,Co
83,nan,Schumer,nan,Co
83,nan,Warren,nan,Co
83,nan,Duckworth,nan,Co
83,nan,Whitehouse,nan,Co
83,nan,Reed,nan,Co
83,nan,Menendez,nan,Co
83,nan,Sanders,nan,Co
83,nan,Carper,nan,Co
83,nan,Shaheen,nan,Co
83,nan,Coons,nan,Co
83,nan,Klobuchar,nan,Co
83,nan,Hirono,nan,Co
83,nan,Hassan,nan,Co
83,nan,Cardin,nan,Co
83,nan,Bennet,nan,Co
83,nan,Brown,nan,Co
83,nan,Durbin,nan,Co
84,nan,Murphy,nan,Primary
84,nan,Leahy,nan,Co
84,nan,Murray,nan,Co
84,nan,Carper,nan,Co
84,nan,Cantwell,nan,Co
84,nan,Sanders,nan,Co
84,nan,Shaheen,nan,Co
84,nan,Merkley,nan,Co
84,nan,Gillibrand,nan,Co
84,nan,Coons,nan,Co
84,nan,Blumenthal,nan,Co
84,nan,Schatz,nan,Co
84,nan,Baldwin,nan,Co
84,nan,Markey,nan,Co
84,nan,Booker,nan,Co
84,Van,Hollen,nan,Co
85,nan,Cardin,nan,Primary
85,nan,Menendez,nan,Co
85,nan,Reed,nan,Co
85,nan,Coons,nan,Co
85,nan,Shaheen,nan,Co
85,nan,Booker,nan,Co
85,nan,Schatz,nan,Co
86,nan,Klobuchar,nan,Primary
86,nan,Flake,nan,Co
87,nan,Cárdenas,nan,Primary
87,nan,Grijalva,nan,Co
87,nan,Norton,nan,Co
87,nan,Pocan,nan,Co
87,nan,Serrano,nan,Co
88,nan,Velázquez,nan,Primary
88,nan,Serrano,nan,Co
88,nan,Takano,nan,Co
88,nan,Schakowsky,nan,Co
89,nan,nan,nan,Co
90,nan,Enzi,nan,Primary
90,nan,Heitkamp,nan,Co
90,nan,Crapo,nan,Co
90,nan,Inhofe,nan,Co
90,nan,Risch,nan,Co
90,nan,Cornyn,nan,Co
90,nan,Tester,nan,Co
90,nan,Lankford,nan,Co
90,nan,Hoeven,nan,Co
90,nan,Barrasso,nan,Co
90,nan,Heinrich,nan,Co
90,nan,Udall,nan,Co
90,nan,Thune,nan,Co
90,nan,Merkley,nan,Co
90,nan,Rounds,nan,Co
91,nan,Velázquez,nan,Primary
91,nan,nan,nan,Co
92,nan,Enzi,nan,Primary
92,nan,Heitkamp,nan,Co
92,nan,Crapo,nan,Co
92,nan,Inhofe,nan,Co
92,nan,Risch,nan,Co
92,nan,Cornyn,nan,Co
92,nan,Tester,nan,Co
92,nan,Lankford,nan,Co
92,nan,Hoeven,nan,Co
92,nan,Barrasso,nan,Co
92,nan,Heinrich,nan,Co
92,nan,Udall,nan,Co
92,nan,Thune,nan,Co
92,nan,Merkley,nan,Co
92,nan,Rounds,nan,Co
93,nan,Norton,nan,Primary
93,nan,nan,nan,Co
94,nan,nan,nan,Co
95,nan,Quigley,nan,Primary
95,nan,Kaptur,nan,Co
95,nan,Nadler,nan,Co
95,nan,Napolitano,nan,Co
95,nan,Speier,nan,Co
95,nan,Moore,nan,Co
96,nan,Richmond,nan,Primary
96,nan,Nadler,nan,Co
96,nan,Clyburn,nan,Co
96,nan,Bass,nan,Co
96,nan,Moore,nan,Co
96,nan,Lawrence,nan,Co
96,nan,Norton,nan,Co
96,nan,Hastings,nan,Co
96,nan,Rush,nan,Co
96,Jackson,Lee,nan,Co
96,nan,Cummings,nan,Co
96,nan,Meeks,nan,Co
96,nan,Lee,nan,Co
96,nan,Clay,nan,Co
96,nan,Butterfield,nan,Co
96,nan,Cleaver,nan,Co
96,nan,Ellison,nan,Co
96,nan,Fudge,nan,Co
96,nan,Payne,nan,Co
96,nan,Beatty,nan,Co
96,nan,Jeffries,nan,Co
96,nan,Veasey,nan,Co
96,nan,Adams,nan,Co
96,nan,Plaskett,nan,Co
96,Watson,Coleman,nan,Co
96,nan,Evans,nan,Co
96,Blunt,Rochester,nan,Co
96,nan,Demings,nan,Co
96,nan,McEachin,nan,Co
96,nan,Delaney,nan,Co
96,nan,Lofgren,nan,Co
96,nan,Pelosi,nan,Co
96,nan,Hoyer,nan,Co
96,nan,Cohen,nan,Co
96,nan,Deutch,nan,Co
96,nan,Gutiérrez,nan,Co
96,nan,Cicilline,nan,Co
96,nan,Raskin,nan,Co
96,nan,Jayapal,nan,Co
96,nan,Schneider,nan,Co
96,nan,Kaptur,nan,Co
96,nan,Levin,nan,Co
96,nan,Pallone,nan,Co
96,nan,Engel,nan,Co
96,nan,Serrano,nan,Co
96,nan,DeLauro,nan,Co
96,nan,Eshoo,nan,Co
96,nan,Velázquez,nan,Co
96,nan,DeGette,nan,Co
96,nan,McGovern,nan,Co
96,nan,Pascrell,nan,Co
96,nan,Sherman,nan,Co
96,nan,Capuano,nan,Co
96,nan,Crowley,nan,Co
96,nan,Napolitano,nan,Co
96,nan,Schakowsky,nan,Co
96,nan,Langevin,nan,Co
96,nan,McCollum,nan,Co
96,Wasserman,Schultz,nan,Co
96,nan,Matsui,nan,Co
96,nan,Sires,nan,Co
96,nan,Courtney,nan,Co
96,nan,Perlmutter,nan,Co
96,nan,Welch,nan,Co
96,nan,Yarmuth,nan,Co
96,nan,Connolly,nan,Co
96,nan,Pingree,nan,Co
96,nan,Quigley,nan,Co
96,nan,Garamendi,nan,Co
96,nan,Foster,nan,Co
96,nan,Keating,nan,Co
96,nan,Bonamici,nan,Co
96,nan,Titus,nan,Co
96,nan,Hanabusa,nan,Co
96,nan,Bera,nan,Co
96,nan,Cárdenas,nan,Co
96,nan,Gabbard,nan,Co
96,nan,Huffman,nan,Co
96,nan,Kennedy,nan,Co
96,nan,Kildee,nan,Co
96,nan,Lowenthal,nan,Co
96,nan,Meng,nan,Co
96,nan,ORourke,nan,Co
96,nan,Pocan,nan,Co
96,nan,Vargas,nan,Co
96,nan,Vela,nan,Co
96,nan,DeSaulnier,nan,Co
96,nan,Moulton,nan,Co
96,nan,Barragán,nan,Co
96,nan,Crist,nan,Co
96,nan,Espaillat,nan,Co
96,nan,Khanna,nan,Co
96,nan,Soto,nan,Co
96,nan,Gomez,nan,Co
96,nan,Shea-Porter,nan,Co
96,nan,Tonko,nan,Co
96,nan,Doggett,nan,Co
96,nan,Slaughter,nan,Co
96,nan,Cooper,nan,Co
96,nan,Beyer,nan,Co
96,nan,Lowey,nan,Co
96,nan,Rosen,nan,Co
96,nan,Grijalva,nan,Co
96,nan,Torres,nan,Co
96,nan,Lynch,nan,Co
96,nan,Aguilar,nan,Co
96,nan,Takano,nan,Co
96,nan,Sánchez,nan,Co
96,nan,Speier,nan,Co
96,nan,Sarbanes,nan,Co
96,nan,Schiff,nan,Co
96,nan,Dingell,nan,Co
96,nan,Polis,nan,Co
96,nan,Heck,nan,Co
96,nan,Neal,nan,Co
96,nan,DelBene,nan,Co
96,nan,Ruppersberger,nan,Co
96,nan,Kilmer,nan,Co
97,nan,Palazzo,nan,Primary
97,nan,Palmer,nan,Co
97,nan,Harper,nan,Co
98,nan,nan,nan,Co
99,nan,King,nan,Primary
99,nan,Collins,nan,Co
99,nan,Warren,nan,Co
100,nan,Hastings,nan,Primary
100,nan,Norton,nan,Co
100,nan,Moore,nan,Co
101,nan,Sarbanes,nan,Primary
101,nan,Pelosi,nan,Co
101,nan,Hoyer,nan,Co
101,nan,Clyburn,nan,Co
101,nan,Aguilar,nan,Co
101,nan,Barragán,nan,Co
101,nan,Bera,nan,Co
101,nan,Beyer,nan,Co
101,nan,Blumenauer,nan,Co
101,nan,Bustos,nan,Co
101,nan,Butterfield,nan,Co
101,nan,Capuano,nan,Co
101,nan,Cartwright,nan,Co
101,nan,Cicilline,nan,Co
101,nan,Cleaver,nan,Co
101,nan,Cohen,nan,Co
101,nan,Connolly,nan,Co
101,nan,Courtney,nan,Co
101,nan,Crist,nan,Co
101,nan,Crowley,nan,Co
101,nan,Cummings,nan,Co
101,nan,DeGette,nan,Co
101,nan,Delaney,nan,Co
101,nan,DeLauro,nan,Co
101,nan,DelBene,nan,Co
101,nan,DeSaulnier,nan,Co
101,nan,Deutch,nan,Co
101,nan,Dingell,nan,Co
101,nan,Doggett,nan,Co
101,nan,Ellison,nan,Co
101,nan,Eshoo,nan,Co
101,nan,Espaillat,nan,Co
101,nan,Gallego,nan,Co
101,nan,Garamendi,nan,Co
101,nan,Grijalva,nan,Co
101,nan,Gutiérrez,nan,Co
101,nan,Hanabusa,nan,Co
101,nan,Hastings,nan,Co
101,nan,Heck,nan,Co
101,nan,Norton,nan,Co
101,nan,Huffman,nan,Co
101,nan,Jayapal,nan,Co
101,nan,Jeffries,nan,Co
101,nan,Kaptur,nan,Co
101,nan,Kennedy,nan,Co
101,nan,Khanna,nan,Co
101,nan,Kildee,nan,Co
101,nan,Kilmer,nan,Co
101,nan,Krishnamoorthi,nan,Co
101,nan,Clay,nan,Co
101,nan,Langevin,nan,Co
101,nan,Lee,nan,Co
101,nan,Levin,nan,Co
101,nan,Loebsack,nan,Co
101,nan,Lofgren,nan,Co
101,nan,Lowenthal,nan,Co
101,nan,Lynch,nan,Co
101,nan,Matsui,nan,Co
101,nan,McCollum,nan,Co
101,nan,McEachin,nan,Co
101,nan,McGovern,nan,Co
101,nan,McNerney,nan,Co
101,nan,Meeks,nan,Co
101,nan,Moulton,nan,Co
101,nan,Nadler,nan,Co
101,nan,Napolitano,nan,Co
101,nan,Nolan,nan,Co
101,nan,Norcross,nan,Co
101,nan,OHalleran,nan,Co
101,nan,ORourke,nan,Co
101,nan,Pallone,nan,Co
101,nan,Pascrell,nan,Co
101,nan,Perlmutter,nan,Co
101,nan,Pingree,nan,Co
101,nan,Pocan,nan,Co
101,nan,Polis,nan,Co
101,nan,Quigley,nan,Co
101,nan,Raskin,nan,Co
101,nan,Roybal-Allard,nan,Co
101,nan,Ruppersberger,nan,Co
101,nan,Sánchez,nan,Co
101,nan,Schakowsky,nan,Co
101,nan,Schiff,nan,Co
101,nan,Schneider,nan,Co
101,nan,Serrano,nan,Co
101,nan,Shea-Porter,nan,Co
101,nan,Sherman,nan,Co
101,nan,Sires,nan,Co
101,nan,Soto,nan,Co
101,nan,Speier,nan,Co
101,nan,Takano,nan,Co
101,nan,Titus,nan,Co
101,nan,Tonko,nan,Co
101,nan,Tsongas,nan,Co
101,nan,Vargas,nan,Co
101,nan,Velázquez,nan,Co
101,nan,Walz,nan,Co
101,Wasserman,Schultz,nan,Co
101,Watson,Coleman,nan,Co
101,nan,Welch,nan,Co
101,nan,Yarmuth,nan,Co
101,Blunt,Rochester,nan,Co
101,nan,Bonamici,nan,Co
101,nan,Veasey,nan,Co
101,nan,DeFazio,nan,Co
101,Jackson,Lee,nan,Co
101,nan,Payne,nan,Co
101,nan,Lowey,nan,Co
101,nan,Vela,nan,Co
101,nan,Engel,nan,Co
101,nan,Bass,nan,Co
101,nan,Rosen,nan,Co
101,nan,Costa,nan,Co
101,nan,Peters,nan,Co
101,nan,Meng,nan,Co
101,nan,Rush,nan,Co
101,nan,Kihuen,nan,Co
101,nan,Ruiz,nan,Co
101,nan,Moore,nan,Co
101,nan,Carbajal,nan,Co
101,nan,Foster,nan,Co
102,nan,Zeldin,nan,Primary
102,nan,Fitzpatrick,nan,Co
102,nan,Suozzi,nan,Co
103,nan,Hatch,nan,Primary
103,nan,nan,nan,Co
104,nan,Nelson,nan,Primary
104,nan,Rubio,nan,Co
105,nan,nan,nan,Co
106,nan,Leahy,nan,Primary
106,nan,Daines,nan,Co
107,nan,Velázquez,nan,Primary
107,nan,nan,nan,Co
108,nan,Clay,nan,Primary
108,nan,Adams,nan,Co
108,nan,Bass,nan,Co
108,nan,Beatty,nan,Co
108,nan,Beyer,nan,Co
108,nan,Butterfield,nan,Co
108,nan,Clyburn,nan,Co
108,nan,Cohen,nan,Co
108,nan,Connolly,nan,Co
108,nan,Conyers,nan,Co
108,nan,Cummings,nan,Co
108,nan,DeLauro,nan,Co
108,nan,Dingell,nan,Co
108,nan,Fudge,nan,Co
108,nan,Gallego,nan,Co
108,nan,Grijalva,nan,Co
108,nan,Hastings,nan,Co
108,nan,Norton,nan,Co
108,nan,Hoyer,nan,Co
108,Jackson,Lee,nan,Co
108,nan,Jeffries,nan,Co
108,nan,Lee,nan,Co
108,nan,Lowenthal,nan,Co
108,nan,McGovern,nan,Co
108,nan,Meeks,nan,Co
108,nan,Moore,nan,Co
108,nan,Nadler,nan,Co
108,nan,Napolitano,nan,Co
108,nan,Payne,nan,Co
108,nan,Pocan,nan,Co
108,nan,Polis,nan,Co
108,nan,Richmond,nan,Co
108,nan,Rush,nan,Co
108,nan,Serrano,nan,Co
108,nan,Torres,nan,Co
108,nan,Turner,nan,Co
108,nan,Vargas,nan,Co
108,nan,Veasey,nan,Co
108,nan,McCollum,nan,Co
108,nan,Huffman,nan,Co
108,nan,Sablan,nan,Co
108,nan,Cartwright,nan,Co
108,nan,Ross,nan,Co
108,nan,Tsongas,nan,Co
108,Wasserman,Schultz,nan,Co
108,nan,Ruiz,nan,Co
108,nan,Peters,nan,Co
108,nan,Plaskett,nan,Co
108,nan,Evans,nan,Co
108,nan,Raskin,nan,Co
108,nan,Demings,nan,Co
108,nan,Lofgren,nan,Co
109,nan,Bacon,nan,Primary
109,nan,Fortenberry,nan,Co
110,nan,Raskin,nan,Co
110,nan,Jayapal,nan,Co
110,nan,Vargas,nan,Co
110,nan,Grijalva,nan,Co
110,nan,Lofgren,nan,Co
110,nan,Soto,nan,Co
110,nan,Velázquez,nan,Co
110,nan,Cohen,nan,Co
110,nan,Conyers,nan,Co
110,nan,Speier,nan,Co
110,nan,McCollum,nan,Co
110,nan,Bass,nan,Co
111,nan,Norton,nan,Primary
111,nan,nan,nan,Co
112,Jackson,Lee,nan,Primary
112,nan,Nadler,nan,Co
112,nan,Beatty,nan,Co
112,nan,Khanna,nan,Co
112,nan,Jayapal,nan,Co
112,nan,Vela,nan,Co
112,nan,McGovern,nan,Co
112,nan,Pallone,nan,Co
112,nan,Veasey,nan,Co
112,nan,Moore,nan,Co
112,nan,Richmond,nan,Co
112,nan,Clay,nan,Co
112,nan,Demings,nan,Co
112,nan,Hastings,nan,Co
112,nan,Payne,nan,Co
112,nan,Norton,nan,Co
112,nan,Cohen,nan,Co
112,nan,Fudge,nan,Co
112,nan,Ellison,nan,Co
112,nan,Lee,nan,Co
112,nan,Rush,nan,Co
112,nan,Butterfield,nan,Co
112,nan,Bass,nan,Co
112,Watson,Coleman,nan,Co
112,nan,Plaskett,nan,Co
112,nan,Cleaver,nan,Co
112,nan,Evans,nan,Co
112,nan,McEachin,nan,Co
112,nan,Espaillat,nan,Co
112,nan,Cummings,nan,Co
112,nan,Meeks,nan,Co
112,nan,Lawrence,nan,Co
112,nan,Adams,nan,Co
112,nan,Jeffries,nan,Co
112,nan,Clyburn,nan,Co
112,nan,Soto,nan,Co
112,Blunt,Rochester,nan,Co
113,nan,Wicker,nan,Primary
113,nan,Gillibrand,nan,Co
113,nan,Baldwin,nan,Co
113,nan,Bennet,nan,Co
113,nan,Blumenthal,nan,Co
113,nan,Booker,nan,Co
113,nan,Brown,nan,Co
113,nan,Cantwell,nan,Co
113,nan,Cardin,nan,Co
113,nan,Carper,nan,Co
113,nan,Coons,nan,Co
113,nan,Cornyn,nan,Co
113,Cortez,Masto,nan,Co
113,nan,Donnelly,nan,Co
113,nan,Durbin,nan,Co
113,nan,Feinstein,nan,Co
113,nan,Grassley,nan,Co
113,nan,Harris,nan,Co
113,nan,Hassan,nan,Co
113,nan,Hatch,nan,Co
113,nan,Heller,nan,Co
113,nan,Hirono,nan,Co
113,nan,Jones,nan,Co
113,nan,Kaine,nan,Co
113,nan,King,nan,Co
113,nan,Klobuchar,nan,Co
113,nan,Lee,nan,Co
113,nan,Murkowski,nan,Co
113,nan,Murphy,nan,Co
113,nan,Murray,nan,Co
113,nan,Nelson,nan,Co
113,nan,Paul,nan,Co
113,nan,Perdue,nan,Co
113,nan,Peters,nan,Co
113,nan,Portman,nan,Co
113,nan,Rubio,nan,Co
113,nan,Schumer,nan,Co
113,nan,Scott,nan,Co
113,nan,Smith,nan,Co
113,nan,Stabenow,nan,Co
113,nan,Tillis,nan,Co
113,Van,Hollen,nan,Co
113,nan,Warner,nan,Co
113,nan,Warren,nan,Co
113,nan,Whitehouse,nan,Co
113,nan,Wyden,nan,Co
113,nan,Young,nan,Co
113,nan,Cruz,nan,Co
114,nan,nan,nan,Primary
114,nan,nan,nan,Co
115,nan,Gabbard,nan,Primary
115,nan,Soto,nan,Co
115,nan,ORourke,nan,Co
115,nan,Blumenauer,nan,Co
115,nan,Rohrabacher,nan,Co
115,nan,Gaetz,nan,Co
115,nan,DeFazio,nan,Co
115,nan,Norton,nan,Co
115,nan,Titus,nan,Co
115,nan,Crist,nan,Co
115,nan,Garrett,nan,Co
115,nan,Correa,nan,Co
115,nan,Lee,nan,Co
115,nan,Pocan,nan,Co
115,nan,Carbajal,nan,Co
