billid,firstname,lastname,state,primaryorco
209,nan,Murphy,nan,Co
209,nan,Murray,nan,Co
209,nan,Sanders,nan,Co
209,nan,Stabenow,nan,Co
209,nan,Udall,nan,Co
209,nan,Wyden,nan,Co
209,nan,Warren,nan,Co
209,nan,Gillibrand,nan,Co
209,nan,Kaine,nan,Co
209,Van,Hollen,nan,Co
210,nan,Cohen,nan,Primary
210,nan,Cicilline,nan,Co
210,nan,Cummings,nan,Co
210,nan,ORourke,nan,Co
210,nan,Takano,nan,Co
210,nan,Norton,nan,Co
210,nan,Lee,nan,Co
210,nan,Vargas,nan,Co
210,nan,Meeks,nan,Co
210,nan,Clay,nan,Co
211,nan,Cook,nan,Primary
211,nan,nan,nan,Co
212,nan,Adams,nan,Primary
212,nan,Faso,nan,Co
213,nan,DeLauro,nan,Co
213,nan,Slaughter,nan,Co
213,nan,Gutiérrez,nan,Co
213,nan,Speier,nan,Co
213,nan,Lee,nan,Co
213,nan,Norton,nan,Co
213,nan,Tonko,nan,Co
213,nan,Schakowsky,nan,Co
213,nan,Pocan,nan,Co
213,nan,Grijalva,nan,Co
213,nan,OHalleran,nan,Co
213,nan,Dingell,nan,Co
213,nan,Tsongas,nan,Co
213,nan,DelBene,nan,Co
213,Wasserman,Schultz,nan,Co
213,nan,Takano,nan,Co
213,nan,McEachin,nan,Co
213,nan,Beyer,nan,Co
213,nan,Sinema,nan,Co
213,nan,Sánchez,nan,Co
213,nan,Cárdenas,nan,Co
213,nan,Rosen,nan,Co
213,nan,Meeks,nan,Co
213,nan,Carbajal,nan,Co
213,nan,Himes,nan,Co
213,nan,Clay,nan,Co
213,nan,Hastings,nan,Co
213,nan,Serrano,nan,Co
213,nan,Napolitano,nan,Co
213,nan,Plaskett,nan,Co
213,nan,Suozzi,nan,Co
213,nan,Cartwright,nan,Co
213,nan,Ruppersberger,nan,Co
213,nan,Krishnamoorthi,nan,Co
213,nan,Raskin,nan,Co
213,nan,Pingree,nan,Co
213,Jackson,Lee,nan,Co
213,nan,Cicilline,nan,Co
213,nan,Welch,nan,Co
213,nan,Lowenthal,nan,Co
213,nan,Velázquez,nan,Co
213,nan,Adams,nan,Co
213,nan,Titus,nan,Co
213,nan,Conyers,nan,Co
213,nan,Keating,nan,Co
213,nan,Loebsack,nan,Co
213,nan,Foster,nan,Co
213,nan,Schiff,nan,Co
213,nan,Norcross,nan,Co
213,nan,DeGette,nan,Co
213,nan,McCollum,nan,Co
213,nan,Matsui,nan,Co
213,nan,Lawrence,nan,Co
213,nan,Kind,nan,Co
213,nan,Huffman,nan,Co
213,nan,Lowey,nan,Co
213,nan,Correa,nan,Co
213,nan,Fudge,nan,Co
213,nan,Bustos,nan,Co
213,nan,Cohen,nan,Co
213,nan,Moore,nan,Co
213,nan,Meng,nan,Co
213,nan,Sarbanes,nan,Co
213,nan,Gallego,nan,Co
213,nan,Polis,nan,Co
213,nan,Pallone,nan,Co
213,nan,Lynch,nan,Co
213,nan,Nolan,nan,Co
213,nan,Shea-Porter,nan,Co
213,nan,Jayapal,nan,Co
213,nan,Garamendi,nan,Co
214,nan,Moore,nan,Primary
214,nan,Fudge,nan,Co
214,nan,Adams,nan,Co
214,nan,Evans,nan,Co
214,nan,Payne,nan,Co
214,nan,Clyburn,nan,Co
214,nan,McEachin,nan,Co
214,Jackson,Lee,nan,Co
214,nan,Butterfield,nan,Co
214,nan,Cleaver,nan,Co
214,nan,Lee,nan,Co
214,Blunt,Rochester,nan,Co
214,nan,Demings,nan,Co
214,nan,Norton,nan,Co
214,nan,Beatty,nan,Co
214,nan,Lawrence,nan,Co
214,nan,Richmond,nan,Co
214,nan,Pocan,nan,Co
214,nan,Dingell,nan,Co
214,nan,Kind,nan,Co
215,nan,Fudge,nan,Primary
215,nan,Adams,nan,Co
215,nan,Beatty,nan,Co
215,nan,Blumenauer,nan,Co
215,nan,Clyburn,nan,Co
215,nan,Conyers,nan,Co
215,nan,Cummings,nan,Co
215,nan,Ellison,nan,Co
215,nan,Engel,nan,Co
215,nan,Evans,nan,Co
215,nan,Garamendi,nan,Co
215,nan,Grijalva,nan,Co
215,nan,Hastings,nan,Co
215,Jackson,Lee,nan,Co
215,nan,Jayapal,nan,Co
215,nan,Kaptur,nan,Co
215,nan,Lee,nan,Co
215,nan,McGovern,nan,Co
215,nan,Meeks,nan,Co
215,nan,Moore,nan,Co
215,nan,Nadler,nan,Co
215,nan,Norton,nan,Co
215,nan,Payne,nan,Co
215,nan,Pingree,nan,Co
215,nan,Plaskett,nan,Co
215,nan,Quigley,nan,Co
215,nan,Raskin,nan,Co
215,nan,Richmond,nan,Co
215,nan,Roybal-Allard,nan,Co
215,nan,Rush,nan,Co
215,nan,Serrano,nan,Co
215,nan,Shea-Porter,nan,Co
215,nan,Soto,nan,Co
215,nan,Titus,nan,Co
215,nan,Tonko,nan,Co
215,nan,Veasey,nan,Co
215,nan,Velázquez,nan,Co
215,nan,Clay,nan,Co
215,nan,McEachin,nan,Co
216,nan,DeLauro,nan,Co
216,nan,Norton,nan,Co
216,nan,Bass,nan,Co
216,nan,Pocan,nan,Co
216,nan,Lowenthal,nan,Co
216,nan,Tsongas,nan,Co
216,nan,Norcross,nan,Co
216,nan,Barragán,nan,Co
216,nan,DelBene,nan,Co
216,nan,Carbajal,nan,Co
216,nan,Velázquez,nan,Co
216,nan,Serrano,nan,Co
216,nan,Kilmer,nan,Co
216,nan,Bordallo,nan,Co
216,nan,Lawrence,nan,Co
216,nan,McCollum,nan,Co
216,Wasserman,Schultz,nan,Co
216,nan,Napolitano,nan,Co
216,nan,Dingell,nan,Co
216,nan,Jayapal,nan,Co
216,nan,Grijalva,nan,Co
216,nan,Shea-Porter,nan,Co
216,nan,Beyer,nan,Co
216,nan,Pingree,nan,Co
216,nan,Speier,nan,Co
216,nan,Krishnamoorthi,nan,Co
216,Watson,Coleman,nan,Co
216,nan,Titus,nan,Co
216,nan,Lee,nan,Co
216,nan,DeGette,nan,Co
216,nan,Langevin,nan,Co
216,nan,Beatty,nan,Co
216,nan,Bonamici,nan,Co
216,nan,Takano,nan,Co
216,nan,Pallone,nan,Co
216,nan,ORourke,nan,Co
216,nan,Meng,nan,Co
216,nan,Vargas,nan,Co
216,nan,Fudge,nan,Co
216,nan,Raskin,nan,Co
216,nan,Nadler,nan,Co
216,nan,McNerney,nan,Co
216,nan,Espaillat,nan,Co
216,nan,Delaney,nan,Co
216,nan,Bustos,nan,Co
216,nan,Huffman,nan,Co
216,nan,Rosen,nan,Co
216,nan,Cicilline,nan,Co
216,nan,Gabbard,nan,Co
216,nan,Evans,nan,Co
216,nan,Schakowsky,nan,Co
217,nan,Takano,nan,Primary
217,nan,Bordallo,nan,Co
217,nan,Cohen,nan,Co
217,nan,Dingell,nan,Co
217,nan,Gabbard,nan,Co
217,nan,Grijalva,nan,Co
217,nan,Hanabusa,nan,Co
217,nan,Kilmer,nan,Co
217,nan,Lee,nan,Co
217,nan,Lofgren,nan,Co
217,nan,Lowenthal,nan,Co
217,nan,Matsui,nan,Co
217,nan,Nadler,nan,Co
217,nan,Napolitano,nan,Co
217,nan,Peters,nan,Co
217,nan,Roybal-Allard,nan,Co
217,nan,Schiff,nan,Co
217,nan,Soto,nan,Co
217,nan,Speier,nan,Co
217,nan,Vargas,nan,Co
218,nan,Lee,nan,Primary
218,nan,DeGette,nan,Co
218,nan,Ellison,nan,Co
218,nan,Tonko,nan,Co
218,nan,Takano,nan,Co
218,nan,Huffman,nan,Co
218,nan,Norton,nan,Co
218,nan,McNerney,nan,Co
218,nan,Speier,nan,Co
218,nan,Deutch,nan,Co
218,nan,Grijalva,nan,Co
218,nan,Blumenauer,nan,Co
218,nan,Aguilar,nan,Co
218,nan,Roybal-Allard,nan,Co
218,nan,Kihuen,nan,Co
218,nan,Khanna,nan,Co
218,nan,Titus,nan,Co
218,nan,Nadler,nan,Co
218,nan,McGovern,nan,Co
218,nan,Lowenthal,nan,Co
218,nan,Schiff,nan,Co
218,nan,DeLauro,nan,Co
218,nan,Hanabusa,nan,Co
218,nan,Carbajal,nan,Co
218,nan,Schakowsky,nan,Co
218,nan,Evans,nan,Co
218,nan,Conyers,nan,Co
218,nan,Welch,nan,Co
218,nan,Bonamici,nan,Co
218,nan,Slaughter,nan,Co
218,nan,Adams,nan,Co
218,nan,Cicilline,nan,Co
218,nan,Pocan,nan,Co
218,nan,Serrano,nan,Co
219,nan,Lee,nan,Primary
219,nan,Beatty,nan,Co
219,nan,Velázquez,nan,Co
219,nan,Ellison,nan,Co
220,nan,nan,nan,Co
221,nan,Cartwright,nan,Primary
221,nan,Norton,nan,Co
222,nan,Lucas,nan,Co
223,nan,Hastings,nan,Co
223,nan,Lee,nan,Co
223,nan,Rush,nan,Co
223,Watson,Coleman,nan,Co
223,nan,Lawrence,nan,Co
223,nan,Payne,nan,Co
223,nan,Evans,nan,Co
223,nan,Cleaver,nan,Co
223,nan,Jeffries,nan,Co
223,nan,Clyburn,nan,Co
223,nan,Bass,nan,Co
223,nan,Ellison,nan,Co
223,nan,Gutiérrez,nan,Co
223,nan,Veasey,nan,Co
223,Jackson,Lee,nan,Co
223,nan,Clay,nan,Co
225,nan,Manchin,nan,Primary
225,nan,Kaine,nan,Co
225,nan,Capito,nan,Co
226,Van,Hollen,nan,Primary
226,nan,Smith,nan,Co
226,nan,Jones,nan,Co
226,nan,Udall,nan,Co
226,nan,Heinrich,nan,Co
227,nan,Blumenthal,nan,Primary
227,nan,Baldwin,nan,Co
227,nan,Booker,nan,Co
227,nan,Casey,nan,Co
227,nan,Coons,nan,Co
227,nan,Durbin,nan,Co
227,nan,Feinstein,nan,Co
227,nan,Gillibrand,nan,Co
227,nan,Heitkamp,nan,Co
227,nan,Hirono,nan,Co
227,nan,Kaine,nan,Co
227,nan,Leahy,nan,Co
227,nan,Markey,nan,Co
227,nan,Merkley,nan,Co
227,nan,Menendez,nan,Co
227,nan,Murray,nan,Co
227,nan,Reed,nan,Co
227,nan,Sanders,nan,Co
227,nan,Shaheen,nan,Co
227,nan,Udall,nan,Co
227,Van,Hollen,nan,Co
227,nan,Warren,nan,Co
227,nan,Whitehouse,nan,Co
227,nan,Wyden,nan,Co
227,nan,Brown,nan,Co
227,Cortez,Masto,nan,Co
227,nan,Heinrich,nan,Co
227,nan,Schatz,nan,Co
228,nan,nan,nan,Co
229,nan,Bilirakis,nan,Primary
229,nan,Schiff,nan,Co
230,nan,Bilirakis,nan,Primary
230,nan,Schiff,nan,Co
230,nan,Abraham,nan,Co
230,nan,Loebsack,nan,Co
230,nan,Bost,nan,Co
230,nan,Soto,nan,Co
230,nan,Pocan,nan,Co
230,McMorris,Rodgers,nan,Co
230,nan,Mullin,nan,Co
230,nan,Evans,nan,Co
230,nan,Stivers,nan,Co
230,nan,Guthrie,nan,Co
230,nan,Connolly,nan,Co
230,nan,Norton,nan,Co
230,nan,Nolan,nan,Co
230,nan,Fitzpatrick,nan,Co
230,nan,Velázquez,nan,Co
230,nan,Ros-Lehtinen,nan,Co
230,nan,Sessions,nan,Co
230,nan,Griffith,nan,Co
230,nan,Ellison,nan,Co
230,nan,Moulton,nan,Co
230,nan,Cárdenas,nan,Co
230,nan,Walberg,nan,Co
230,nan,Meehan,nan,Co
231,nan,Krishnamoorthi,nan,Primary
231,nan,Raskin,nan,Co
231,nan,Hastings,nan,Co
231,nan,Payne,nan,Co
231,nan,Butterfield,nan,Co
231,nan,Pallone,nan,Co
231,nan,Evans,nan,Co
231,nan,Norton,nan,Co
231,nan,Moore,nan,Co
231,nan,Gutiérrez,nan,Co
231,nan,Rush,nan,Co
231,nan,Blumenauer,nan,Co
231,nan,Cicilline,nan,Co
231,nan,Lowenthal,nan,Co
231,nan,Huffman,nan,Co
231,nan,Kaptur,nan,Co
231,nan,McEachin,nan,Co
231,nan,Dingell,nan,Co
231,nan,Keating,nan,Co
231,nan,Engel,nan,Co
231,nan,Nolan,nan,Co
231,nan,Kihuen,nan,Co
231,nan,Ruppersberger,nan,Co
231,nan,Lawrence,nan,Co
231,nan,Lofgren,nan,Co
231,nan,McGovern,nan,Co
231,nan,Demings,nan,Co
231,nan,Connolly,nan,Co
231,nan,Yarmuth,nan,Co
231,nan,Gallego,nan,Co
231,Watson,Coleman,nan,Co
231,nan,Perlmutter,nan,Co
231,nan,Grijalva,nan,Co
231,nan,Slaughter,nan,Co
231,nan,Langevin,nan,Co
231,nan,Sires,nan,Co
231,nan,Espaillat,nan,Co
231,nan,Cohen,nan,Co
231,nan,Garamendi,nan,Co
231,nan,Polis,nan,Co
231,nan,Shea-Porter,nan,Co
231,nan,Khanna,nan,Co
232,nan,Casey,nan,Primary
232,nan,Baldwin,nan,Co
232,nan,Blumenthal,nan,Co
232,nan,Gillibrand,nan,Co
232,nan,Markey,nan,Co
232,nan,Murphy,nan,Co
232,nan,Shaheen,nan,Co
232,Van,Hollen,nan,Co
232,nan,Whitehouse,nan,Co
232,nan,Wyden,nan,Co
232,nan,Hassan,nan,Co
233,nan,Pascrell,nan,Primary
233,nan,McKinley,nan,Co
233,nan,DeGette,nan,Co
233,nan,Tipton,nan,Co
234,nan,Jones,nan,Primary
234,nan,Shea-Porter,nan,Co
235,nan,Cicilline,nan,Primary
235,nan,Engel,nan,Co
235,nan,Deutch,nan,Co
235,nan,Norton,nan,Co
235,nan,Cummings,nan,Co
235,nan,Quigley,nan,Co
235,Wasserman,Schultz,nan,Co
235,nan,Keating,nan,Co
235,nan,Lofgren,nan,Co
235,nan,Conyers,nan,Co
235,nan,Jayapal,nan,Co
235,nan,Jeffries,nan,Co
235,nan,Gutiérrez,nan,Co
235,nan,Raskin,nan,Co
235,nan,Evans,nan,Co
236,nan,Booker,nan,Primary
236,nan,Cochran,nan,Co
236,nan,Scott,nan,Co
236,nan,Gillibrand,nan,Co
236,nan,Harris,nan,Co
236,nan,Markey,nan,Co
236,nan,Casey,nan,Co
236,nan,Carper,nan,Co
236,nan,Coons,nan,Co
236,nan,Schumer,nan,Co
236,nan,Baldwin,nan,Co
236,nan,Hassan,nan,Co
236,nan,Menendez,nan,Co
236,nan,Warren,nan,Co
236,nan,Reed,nan,Co
236,nan,Wicker,nan,Co
236,nan,Murkowski,nan,Co
236,nan,Portman,nan,Co
236,nan,Moran,nan,Co
236,nan,Paul,nan,Co
236,nan,Hirono,nan,Co
236,nan,Bennet,nan,Co
236,nan,Stabenow,nan,Co
236,nan,Nelson,nan,Co
236,nan,Blumenthal,nan,Co
236,nan,Leahy,nan,Co
236,nan,Murray,nan,Co
236,nan,Warner,nan,Co
236,nan,Durbin,nan,Co
236,nan,Kaine,nan,Co
236,nan,Sanders,nan,Co
236,nan,Shaheen,nan,Co
236,nan,Donnelly,nan,Co
236,nan,Wyden,nan,Co
236,nan,Cardin,nan,Co
236,nan,Franken,nan,Co
236,nan,Klobuchar,nan,Co
236,Cortez,Masto,nan,Co
236,nan,Udall,nan,Co
236,nan,Tillis,nan,Co
236,nan,Isakson,nan,Co
236,nan,Perdue,nan,Co
236,nan,McCain,nan,Co
236,nan,Lankford,nan,Co
236,nan,Burr,nan,Co
236,nan,Heller,nan,Co
236,nan,Collins,nan,Co
236,nan,Grassley,nan,Co
236,nan,Alexander,nan,Co
236,nan,Feinstein,nan,Co
236,nan,Shelby,nan,Co
236,nan,Strange,nan,Co
236,nan,Peters,nan,Co
236,nan,Rubio,nan,Co
236,nan,Murphy,nan,Co
237,nan,Durbin,nan,Primary
237,nan,Casey,nan,Co
238,nan,Booker,nan,Primary
238,nan,Capito,nan,Co
238,nan,Bennet,nan,Co
238,nan,Gardner,nan,Co
239,nan,Booker,nan,Primary
239,nan,Harris,nan,Co
239,nan,Carper,nan,Co
239,nan,Durbin,nan,Co
239,nan,Jones,nan,Co
239,nan,Cardin,nan,Co
239,nan,Nelson,nan,Co
239,nan,Coons,nan,Co
240,nan,Crowley,nan,Primary
240,nan,nan,nan,Co
241,nan,Brown,nan,Primary
241,nan,Feinstein,nan,Co
241,nan,Blumenthal,nan,Co
241,nan,Franken,nan,Co
241,nan,Baldwin,nan,Co
241,nan,Booker,nan,Co
241,nan,Cantwell,nan,Co
241,nan,Cardin,nan,Co
241,nan,Carper,nan,Co
241,nan,Coons,nan,Co
241,Cortez,Masto,nan,Co
241,nan,Durbin,nan,Co
241,nan,Harris,nan,Co
241,nan,Heinrich,nan,Co
241,nan,Hassan,nan,Co
241,nan,Klobuchar,nan,Co
241,nan,Markey,nan,Co
241,nan,Menendez,nan,Co
241,nan,Merkley,nan,Co
241,nan,Murray,nan,Co
241,nan,Peters,nan,Co
241,nan,Shaheen,nan,Co
241,nan,Udall,nan,Co
241,nan,Whitehouse,nan,Co
241,nan,Wyden,nan,Co
241,nan,Warren,nan,Co
241,nan,Casey,nan,Co
241,nan,Kaine,nan,Co
241,nan,Sanders,nan,Co
241,nan,Reed,nan,Co
241,nan,Murphy,nan,Co
241,Van,Hollen,nan,Co
241,nan,Stabenow,nan,Co
242,nan,Cicilline,nan,Primary
242,nan,Adams,nan,Co
242,nan,Beyer,nan,Co
242,nan,Butterfield,nan,Co
242,nan,Costa,nan,Co
242,nan,Dingell,nan,Co
242,Jackson,Lee,nan,Co
242,nan,Jones,nan,Co
242,nan,Langevin,nan,Co
242,nan,McGovern,nan,Co
242,nan,Soto,nan,Co
243,nan,Brown,nan,Primary
243,nan,Feinstein,nan,Co
243,nan,Smith,nan,Co
243,nan,Baldwin,nan,Co
243,nan,Blumenthal,nan,Co
243,nan,Schumer,nan,Co
243,nan,Durbin,nan,Co
243,nan,Markey,nan,Co
243,nan,Murray,nan,Co
243,nan,Leahy,nan,Co
243,nan,Whitehouse,nan,Co
243,nan,Hassan,nan,Co
243,nan,Warren,nan,Co
243,nan,Klobuchar,nan,Co
243,nan,Menendez,nan,Co
243,nan,Casey,nan,Co
243,nan,Kaine,nan,Co
243,nan,Shaheen,nan,Co
243,nan,Wyden,nan,Co
243,nan,Booker,nan,Co
243,Cortez,Masto,nan,Co
243,nan,Coons,nan,Co
243,nan,Sanders,nan,Co
243,nan,Merkley,nan,Co
243,nan,Duckworth,nan,Co
243,nan,Carper,nan,Co
243,nan,Reed,nan,Co
243,nan,Heinrich,nan,Co
243,nan,Gillibrand,nan,Co
243,nan,Nelson,nan,Co
243,nan,Murphy,nan,Co
243,nan,Udall,nan,Co
243,nan,Bennet,nan,Co
243,Van,Hollen,nan,Co
243,nan,Harris,nan,Co
243,nan,Warner,nan,Co
243,nan,Cardin,nan,Co
243,nan,Heitkamp,nan,Co
243,nan,Stabenow,nan,Co
243,nan,Hirono,nan,Co
243,nan,Cantwell,nan,Co
243,nan,Peters,nan,Co
243,nan,King,nan,Co
243,nan,Jones,nan,Co
243,nan,Tester,nan,Co
243,nan,McCaskill,nan,Co
243,nan,Schatz,nan,Co
243,nan,Donnelly,nan,Co
244,nan,Hastings,nan,Co
244,nan,Napolitano,nan,Co
244,nan,Jeffries,nan,Co
244,nan,Bordallo,nan,Co
244,nan,Rush,nan,Co
244,nan,Lowenthal,nan,Co
244,nan,Lee,nan,Co
244,nan,Payne,nan,Co
244,nan,Moore,nan,Co
245,nan,Franken,nan,Primary
245,nan,Baldwin,nan,Co
245,nan,Blumenthal,nan,Co
245,nan,Booker,nan,Co
245,nan,Brown,nan,Co
245,nan,Casey,nan,Co
245,nan,Coons,nan,Co
245,nan,Durbin,nan,Co
245,nan,Heitkamp,nan,Co
245,nan,Hirono,nan,Co
245,nan,Leahy,nan,Co
245,nan,Markey,nan,Co
245,nan,Menendez,nan,Co
245,nan,Merkley,nan,Co
245,nan,Murray,nan,Co
245,nan,Reed,nan,Co
245,nan,Sanders,nan,Co
245,nan,Schatz,nan,Co
245,nan,Shaheen,nan,Co
245,nan,Udall,nan,Co
245,nan,Warren,nan,Co
245,nan,Whitehouse,nan,Co
245,nan,Wyden,nan,Co
246,nan,nan,nan,Primary
246,nan,nan,nan,Co
247,nan,Schneider,nan,Primary
247,nan,Blum,nan,Co
248,nan,Hatch,nan,Primary
248,nan,Booker,nan,Co
249,nan,Meeks,nan,Primary
249,nan,nan,nan,Co
250,nan,Meeks,nan,Primary
250,nan,Hastings,nan,Co
250,nan,Barragán,nan,Co
250,nan,Norton,nan,Co
250,nan,Jayapal,nan,Co
250,nan,Love,nan,Co
250,nan,Rush,nan,Co
250,nan,Schiff,nan,Co
250,Jackson,Lee,nan,Co
250,nan,Jeffries,nan,Co
250,nan,Moore,nan,Co
250,nan,Clay,nan,Co
250,nan,Lee,nan,Co
250,nan,Soto,nan,Co
250,nan,Cohen,nan,Co
250,nan,Nadler,nan,Co
250,nan,Roybal-Allard,nan,Co
250,nan,Espaillat,nan,Co
250,nan,Serrano,nan,Co
250,nan,Shea-Porter,nan,Co
251,nan,nan,nan,Co
252,nan,Ellison,nan,Primary
252,nan,McGovern,nan,Co
252,nan,Payne,nan,Co
252,nan,Moore,nan,Co
252,nan,Lee,nan,Co
252,nan,Langevin,nan,Co
253,nan,nan,nan,Primary
253,nan,nan,nan,Co
254,nan,Scott,nan,Primary
254,nan,McConnell,nan,Co
254,nan,Alexander,nan,Co
254,nan,Cornyn,nan,Co
254,nan,Cruz,nan,Co
254,nan,Hatch,nan,Co
254,nan,Wicker,nan,Co
254,nan,Boozman,nan,Co
255,nan,Yarmuth,nan,Primary
255,nan,Schweikert,nan,Co
256,nan,nan,nan,Primary
256,nan,nan,nan,Co
257,nan,nan,nan,Primary
257,nan,nan,nan,Co
258,nan,Reed,nan,Primary
258,nan,Whitehouse,nan,Co
258,nan,Durbin,nan,Co
258,nan,Klobuchar,nan,Co
258,nan,Cardin,nan,Co
259,nan,Langevin,nan,Primary
260,nan,Rokita,nan,Primary
260,nan,Messer,nan,Co
260,nan,Gowdy,nan,Co
261,nan,nan,nan,Primary
261,nan,nan,nan,Co
262,nan,Cardin,nan,Primary
262,nan,nan,nan,Co
263,Watson,Coleman,nan,Primary
263,nan,nan,nan,Co
264,nan,Walz,nan,Primary
264,nan,nan,nan,Co
266,nan,nan,nan,Co
267,nan,Cummings,nan,Primary
267,nan,Love,nan,Co
267,nan,Conyers,nan,Co
267,Jackson,Lee,nan,Co
267,nan,Bass,nan,Co
267,nan,Labrador,nan,Co
268,Wasserman,Schultz,nan,Primary
268,Jackson,Lee,nan,Co
269,nan,Conyers,nan,Primary
269,nan,Kildee,nan,Co
269,nan,Lawrence,nan,Co
269,nan,Cartwright,nan,Co
269,nan,Veasey,nan,Co
269,nan,Cohen,nan,Co
269,nan,Lee,nan,Co
269,Watson,Coleman,nan,Co
269,nan,Norton,nan,Co
269,nan,Lofgren,nan,Co
269,nan,Nadler,nan,Co
269,Jackson,Lee,nan,Co
269,nan,Connolly,nan,Co
269,nan,Cummings,nan,Co
269,nan,Jayapal,nan,Co
269,nan,Jeffries,nan,Co
269,nan,Bass,nan,Co
270,nan,Crowley,nan,Primary
270,nan,Lowenthal,nan,Co
271,nan,Conyers,nan,Co
271,nan,Cicilline,nan,Co
271,Jackson,Lee,nan,Co
271,nan,DeGette,nan,Co
271,nan,Schakowsky,nan,Co
271,nan,Pocan,nan,Co
271,nan,Delaney,nan,Co
271,nan,Richmond,nan,Co
271,Watson,Coleman,nan,Co
271,nan,Norton,nan,Co
271,nan,Evans,nan,Co
271,nan,Lee,nan,Co
271,nan,Ellison,nan,Co
271,nan,Cummings,nan,Co
271,nan,Jayapal,nan,Co
271,nan,Cohen,nan,Co
271,nan,Deutch,nan,Co
271,nan,Beyer,nan,Co
271,nan,Payne,nan,Co
271,nan,Soto,nan,Co
271,nan,Kildee,nan,Co
271,nan,Lofgren,nan,Co
271,nan,Bonamici,nan,Co
271,nan,Hanabusa,nan,Co
271,nan,Raskin,nan,Co
271,nan,Speier,nan,Co
271,nan,Courtney,nan,Co
271,nan,Hastings,nan,Co
271,nan,Shea-Porter,nan,Co
271,nan,McEachin,nan,Co
271,nan,Sarbanes,nan,Co
271,nan,Nadler,nan,Co
271,nan,Grijalva,nan,Co
271,nan,Tonko,nan,Co
271,nan,Sherman,nan,Co
272,Wasserman,Schultz,nan,Primary
273,nan,Shaheen,nan,Primary
273,nan,Franken,nan,Co
273,nan,Stabenow,nan,Co
273,nan,Klobuchar,nan,Co
274,nan,Hirono,nan,Primary
274,nan,Duckworth,nan,Co
274,nan,Cardin,nan,Co
274,nan,Harris,nan,Co
274,nan,Booker,nan,Co
274,nan,Merkley,nan,Co
274,nan,Kaine,nan,Co
274,nan,Blumenthal,nan,Co
274,nan,Gillibrand,nan,Co
274,nan,Brown,nan,Co
275,nan,Booker,nan,Primary
275,nan,Paul,nan,Co
275,nan,Durbin,nan,Co
275,nan,Lee,nan,Co
275,nan,Lankford,nan,Co
275,nan,Casey,nan,Co
276,nan,Norton,nan,Primary
276,nan,nan,nan,Co
277,nan,Hastings,nan,Co
277,nan,Ros-Lehtinen,nan,Co
278,nan,ORourke,nan,Primary
278,nan,nan,nan,Co
279,nan,Soto,nan,Co
279,nan,Ros-Lehtinen,nan,Co
279,Wasserman,Schultz,nan,Co
280,nan,Gillibrand,nan,Primary
280,nan,Warren,nan,Co
280,nan,Harris,nan,Co
280,nan,Markey,nan,Co
280,nan,Blumenthal,nan,Co
280,nan,Schumer,nan,Co
280,nan,Nelson,nan,Co
281,nan,Alexander,nan,Primary
281,nan,Corker,nan,Co
281,nan,Cardin,nan,Co
281,nan,Jones,nan,Co
281,nan,Hassan,nan,Co
282,nan,Adams,nan,Co
282,nan,Bass,nan,Co
282,nan,Bonamici,nan,Co
282,nan,Clay,nan,Co
282,nan,Correa,nan,Co
282,nan,Cummings,nan,Co
282,nan,DeSaulnier,nan,Co
282,nan,Fudge,nan,Co
282,nan,Grijalva,nan,Co
282,nan,Gutiérrez,nan,Co
282,nan,Jayapal,nan,Co
282,nan,Jeffries,nan,Co
282,nan,Kihuen,nan,Co
282,nan,Langevin,nan,Co
282,nan,Lawrence,nan,Co
282,nan,Lee,nan,Co
282,nan,Moore,nan,Co
282,nan,Napolitano,nan,Co
282,nan,Nolan,nan,Co
282,nan,Norcross,nan,Co
282,nan,Norton,nan,Co
282,nan,Payne,nan,Co
282,nan,Polis,nan,Co
282,nan,Roybal-Allard,nan,Co
282,nan,Rush,nan,Co
282,nan,Sablan,nan,Co
282,nan,Sarbanes,nan,Co
282,nan,Schakowsky,nan,Co
282,nan,Serrano,nan,Co
282,nan,Shea-Porter,nan,Co
282,nan,Takano,nan,Co
282,nan,Torres,nan,Co
282,Wasserman,Schultz,nan,Co
282,Watson,Coleman,nan,Co
282,nan,Meeks,nan,Co
282,Blunt,Rochester,nan,Co
283,nan,Adams,nan,Primary
284,nan,Harris,nan,Primary
284,nan,Perdue,nan,Co
284,nan,Booker,nan,Co
284,nan,Brown,nan,Co
284,nan,Gillibrand,nan,Co
284,nan,Schumer,nan,Co
284,nan,Burr,nan,Co
285,nan,Blumenthal,nan,Primary
285,nan,Brown,nan,Co
285,nan,Markey,nan,Co
285,nan,Franken,nan,Co
285,nan,Murray,nan,Co
285,nan,Merkley,nan,Co
285,nan,Whitehouse,nan,Co
286,nan,Duckworth,nan,Primary
286,nan,Cochran,nan,Co
287,nan,Adams,nan,Primary
287,nan,Plaskett,nan,Co
287,nan,Norton,nan,Co
287,nan,Byrne,nan,Co
287,nan,Lee,nan,Co
287,nan,Evans,nan,Co
287,nan,Hanabusa,nan,Co
287,nan,Beatty,nan,Co
287,nan,DeGette,nan,Co
287,nan,Nadler,nan,Co
287,nan,Pallone,nan,Co
287,nan,Meeks,nan,Co
287,Watson,Coleman,nan,Co
287,nan,Hastings,nan,Co
287,nan,Westerman,nan,Co
287,nan,Costa,nan,Co
287,Jackson,Lee,nan,Co
287,nan,Crist,nan,Co
287,nan,Ellison,nan,Co
287,nan,Bonamici,nan,Co
