,billid,firstname,lastname,state,primaryorco,billstage,chambername,legistype,civid
278,22,,Ruiz,,Co,INTRODUCED,Representative,A BILL,
279,22,,Barragán,,Co,INTRODUCED,Representative,A BILL,
280,22,,ORourke,,Co,INTRODUCED,Representative,A BILL,
281,22,,Lofgren,,Co,INTRODUCED,Representative,A BILL,
282,22,,Huffman,,Co,INTRODUCED,Representative,A BILL,
283,22,,Moulton,,Co,INTRODUCED,Representative,A BILL,
284,22,,Perlmutter,,Co,INTRODUCED,Representative,A BILL,
285,22,,Capuano,,Co,INTRODUCED,Representative,A BILL,
286,22,,Pocan,,Co,INTRODUCED,Representative,A BILL,
287,22,,Soto,,Co,INTRODUCED,Representative,A BILL,
288,22,,Bera,,Co,INTRODUCED,Representative,A BILL,
289,22,,Schneider,,Co,INTRODUCED,Representative,A BILL,
290,22,,Gabbard,,Co,INTRODUCED,Representative,A BILL,
291,22,,Kind,,Co,INTRODUCED,Representative,A BILL,
292,22,,Takano,,Co,INTRODUCED,Representative,A BILL,
293,22,,Cárdenas,,Co,INTRODUCED,Representative,A BILL,
294,22,,Grijalva,,Co,INTRODUCED,Representative,A BILL,
295,22,,Veasey,,Co,INTRODUCED,Representative,A BILL,
296,22,,Kilmer,,Co,INTRODUCED,Representative,A BILL,
297,22,,Loebsack,,Co,INTRODUCED,Representative,A BILL,
298,22,,Shea-Porter,,Co,INTRODUCED,Representative,A BILL,
299,22,,Norcross,,Co,INTRODUCED,Representative,A BILL,
300,22,Watson,Coleman,,Co,INTRODUCED,Representative,A BILL,
301,22,,Cooper,,Co,INTRODUCED,Representative,A BILL,
302,22,,Vargas,,Co,INTRODUCED,Representative,A BILL,
303,22,,Jeffries,,Co,INTRODUCED,Representative,A BILL,
304,22,,Napolitano,,Co,INTRODUCED,Representative,A BILL,
305,22,,Espaillat,,Co,INTRODUCED,Representative,A BILL,
306,22,,Delaney,,Co,INTRODUCED,Representative,A BILL,
307,22,,Hoyer,,Co,INTRODUCED,Representative,A BILL,
308,22,,Torres,,Co,INTRODUCED,Representative,A BILL,
309,22,,Tsongas,,Co,INTRODUCED,Representative,A BILL,
310,22,,Sinema,,Co,INTRODUCED,Representative,A BILL,
311,22,,Polis,,Co,INTRODUCED,Representative,A BILL,
312,22,,DeSaulnier,,Co,INTRODUCED,Representative,A BILL,
313,22,,Dingell,,Co,INTRODUCED,Representative,A BILL,
314,22,,Lowenthal,,Co,INTRODUCED,Representative,A BILL,
315,22,,OHalleran,,Co,INTRODUCED,Representative,A BILL,
316,22,,Yarmuth,,Co,INTRODUCED,Representative,A BILL,
317,22,,Payne,,Co,INTRODUCED,Representative,A BILL,
318,22,,Beatty,,Co,INTRODUCED,Representative,A BILL,
319,22,,Carbajal,,Co,INTRODUCED,Representative,A BILL,
320,22,,Gottheimer,,Co,INTRODUCED,Representative,A BILL,
321,22,,Adams,,Co,INTRODUCED,Representative,A BILL,
322,22,,Suozzi,,Co,INTRODUCED,Representative,A BILL,
323,22,,Kildee,,Co,INTRODUCED,Representative,A BILL,
324,22,,Panetta,,Co,INTRODUCED,Representative,A BILL,
325,22,,Pelosi,,Co,INTRODUCED,Representative,A BILL,
326,22,,Pallone,,Co,INTRODUCED,Representative,A BILL,
327,22,,Demings,,Co,INTRODUCED,Representative,A BILL,
328,22,,Eshoo,,Co,INTRODUCED,Representative,A BILL,
329,22,,Kihuen,,Co,INTRODUCED,Representative,A BILL,
330,22,,McEachin,,Co,INTRODUCED,Representative,A BILL,
331,22,,Jayapal,,Co,INTRODUCED,Representative,A BILL,
332,22,,Neal,,Co,INTRODUCED,Representative,A BILL,
333,22,,Rosen,,Co,INTRODUCED,Representative,A BILL,
334,22,,Hanabusa,,Co,INTRODUCED,Representative,A BILL,
335,22,,Heck,,Co,INTRODUCED,Representative,A BILL,
336,22,,Crist,,Co,INTRODUCED,Representative,A BILL,
337,22,,Raskin,,Co,INTRODUCED,Representative,A BILL,
338,22,,Kennedy,,Co,INTRODUCED,Representative,A BILL,
339,22,,Vela,,Co,INTRODUCED,Representative,A BILL,
340,22,,Langevin,,Co,INTRODUCED,Representative,A BILL,
341,22,,Butterfield,,Co,INTRODUCED,Representative,A BILL,
342,22,,Costa,,Co,INTRODUCED,Representative,A BILL,
343,22,,Roybal-Allard,,Co,INTRODUCED,Representative,A BILL,
344,22,,Nadler,,Co,INTRODUCED,Representative,A BILL,
345,22,,DeGette,,Co,INTRODUCED,Representative,A BILL,
346,22,,DeFazio,,Co,INTRODUCED,Representative,A BILL,
347,22,,Norton,,Co,INTRODUCED,Representative,A BILL,
348,22,,Pingree,,Co,INTRODUCED,Representative,A BILL,
349,22,,Cummings,,Co,INTRODUCED,Representative,A BILL,
350,22,,Sherman,,Co,INTRODUCED,Representative,A BILL,
351,22,,Kaptur,,Co,INTRODUCED,Representative,A BILL,
352,22,Jackson,Lee,,Co,INTRODUCED,Representative,A BILL,
353,22,,Rush,,Co,INTRODUCED,Representative,A BILL,
354,22,,Peterson,,Co,INTRODUCED,Representative,A BILL,
355,22,,Ros-Lehtinen,,Co,INTRODUCED,Representative,A BILL,
356,22,,Meeks,,Co,INTRODUCED,Representative,A BILL,
357,22,,Connolly,,Co,INTRODUCED,Representative,A BILL,
358,22,,Bass,,Co,INTRODUCED,Representative,A BILL,
359,22,,Moore,,Co,INTRODUCED,Representative,A BILL,
360,22,,McCollum,,Co,INTRODUCED,Representative,A BILL,
361,22,,Ellison,,Co,INTRODUCED,Representative,A BILL,
362,22,,McNerney,,Co,INTRODUCED,Representative,A BILL,
363,22,,Lee,,Co,INTRODUCED,Representative,A BILL,
364,22,,Lynch,,Co,INTRODUCED,Representative,A BILL,
365,22,,Velázquez,,Co,INTRODUCED,Representative,A BILL,
366,22,,Welch,,Co,INTRODUCED,Representative,A BILL,
367,22,,Doggett,,Co,INTRODUCED,Representative,A BILL,
368,22,,Matsui,,Co,INTRODUCED,Representative,A BILL,
369,22,,Walz,,Co,INTRODUCED,Representative,A BILL,
370,22,,Visclosky,,Co,INTRODUCED,Representative,A BILL,
371,22,,Sánchez,,Co,INTRODUCED,Representative,A BILL,
372,22,,Cleaver,,Co,INTRODUCED,Representative,A BILL,
373,22,,Sires,,Co,INTRODUCED,Representative,A BILL,
374,22,,Courtney,,Co,INTRODUCED,Representative,A BILL,
375,22,,Keating,,Co,INTRODUCED,Representative,A BILL,
376,22,,Hastings,,Co,INTRODUCED,Representative,A BILL,
377,22,,Serrano,,Co,INTRODUCED,Representative,A BILL,
378,22,,Lowey,,Co,INTRODUCED,Representative,A BILL,
379,22,,Nolan,,Co,INTRODUCED,Representative,A BILL,
380,22,,Schakowsky,,Co,INTRODUCED,Representative,A BILL,
381,22,,Pascrell,,Co,INTRODUCED,Representative,A BILL,
382,22,,Schiff,,Co,INTRODUCED,Representative,A BILL,
383,22,,Cohen,,Co,INTRODUCED,Representative,A BILL,
384,22,,Gutiérrez,,Co,INTRODUCED,Representative,A BILL,
385,22,,Sablan,,Co,INTRODUCED,Representative,A BILL,
386,22,,DeLauro,,Co,INTRODUCED,Representative,A BILL,
387,22,,Ruppersberger,,Co,INTRODUCED,Representative,A BILL,
388,22,,Conyers,,Co,INTRODUCED,Representative,A BILL,
389,22,,Clay,,Co,INTRODUCED,Representative,A BILL,
390,22,,Schrader,,Co,INTRODUCED,Representative,A BILL,
391,22,,Garamendi,,Co,INTRODUCED,Representative,A BILL,
392,22,,Bordallo,,Co,INTRODUCED,Representative,A BILL,
393,22,,DelBene,,Co,INTRODUCED,Representative,A BILL,
394,22,,Sarbanes,,Co,INTRODUCED,Representative,A BILL,
395,22,,Deutch,,Co,INTRODUCED,Representative,A BILL,
396,22,,Quigley,,Co,INTRODUCED,Representative,A BILL,
397,22,,Engel,,Co,INTRODUCED,Representative,A BILL,
398,22,,Tonko,,Co,INTRODUCED,Representative,A BILL,
399,22,,Titus,,Co,INTRODUCED,Representative,A BILL,
400,22,,Speier,,Co,INTRODUCED,Representative,A BILL,
401,22,,Slaughter,,Co,INTRODUCED,Representative,A BILL,
402,22,,Clyburn,,Co,INTRODUCED,Representative,A BILL,
403,22,,Cuellar,,Co,INTRODUCED,Representative,A BILL,
404,22,,Bonamici,,Co,INTRODUCED,Representative,A BILL,
405,22,,Khanna,,Co,INTRODUCED,Representative,A BILL,
406,22,,Krishnamoorthi,,Co,INTRODUCED,Representative,A BILL,
407,22,,Plaskett,,Co,INTRODUCED,Representative,A BILL,
408,22,,Richmond,,Co,INTRODUCED,Representative,A BILL,
409,23,,Beyer,,Primary,INTRODUCED,Senator,A BILL,
410,23,,Dingell,,Co,INTRODUCED,Senator,A BILL,
411,23,,Cicilline,,Co,INTRODUCED,Senator,A BILL,
412,23,,Tonko,,Co,INTRODUCED,Senator,A BILL,
413,23,,Kind,,Co,INTRODUCED,Senator,A BILL,
414,23,,Cárdenas,,Co,INTRODUCED,Senator,A BILL,
415,23,,Butterfield,,Co,INTRODUCED,Senator,A BILL,
416,23,,Schakowsky,,Co,INTRODUCED,Senator,A BILL,
417,23,,Keating,,Co,INTRODUCED,Senator,A BILL,
418,23,,Norton,,Co,INTRODUCED,Senator,A BILL,
419,23,,Jeffries,,Co,INTRODUCED,Senator,A BILL,
420,24,,Merkley,,Primary,INTRODUCED,Senator,A BILL,
421,24,,Baldwin,,Co,INTRODUCED,Senator,A BILL,
422,24,,Booker,,Co,INTRODUCED,Senator,A BILL,
423,24,,Bennet,,Co,INTRODUCED,Senator,A BILL,
424,24,,Blumenthal,,Co,INTRODUCED,Senator,A BILL,
425,24,,Brown,,Co,INTRODUCED,Senator,A BILL,
426,24,,Cantwell,,Co,INTRODUCED,Senator,A BILL,
427,24,,Cardin,,Co,INTRODUCED,Senator,A BILL,
428,24,,Carper,,Co,INTRODUCED,Senator,A BILL,
429,24,,Casey,,Co,INTRODUCED,Senator,A BILL,
430,24,,Coons,,Co,INTRODUCED,Senator,A BILL,
431,24,Cortez,Masto,,Co,INTRODUCED,Senator,A BILL,
432,24,,Duckworth,,Co,INTRODUCED,Senator,A BILL,
433,24,,Durbin,,Co,INTRODUCED,Senator,A BILL,
434,24,,Feinstein,,Co,INTRODUCED,Senator,A BILL,
435,24,,Franken,,Co,INTRODUCED,Senator,A BILL,
436,24,,Gillibrand,,Co,INTRODUCED,Senator,A BILL,
437,24,,Harris,,Co,INTRODUCED,Senator,A BILL,
438,24,,Hassan,,Co,INTRODUCED,Senator,A BILL,
439,24,,Heinrich,,Co,INTRODUCED,Senator,A BILL,
440,24,,Heitkamp,,Co,INTRODUCED,Senator,A BILL,
441,24,,Hirono,,Co,INTRODUCED,Senator,A BILL,
442,24,,Kaine,,Co,INTRODUCED,Senator,A BILL,
443,24,,King,,Co,INTRODUCED,Senator,A BILL,
444,24,,Klobuchar,,Co,INTRODUCED,Senator,A BILL,
445,24,,Leahy,,Co,INTRODUCED,Senator,A BILL,
446,24,,Markey,,Co,INTRODUCED,Senator,A BILL,
447,24,,McCaskill,,Co,INTRODUCED,Senator,A BILL,
448,24,,Menendez,,Co,INTRODUCED,Senator,A BILL,
449,24,,Murphy,,Co,INTRODUCED,Senator,A BILL,
450,24,,Murray,,Co,INTRODUCED,Senator,A BILL,
451,24,,Nelson,,Co,INTRODUCED,Senator,A BILL,
452,24,,Peters,,Co,INTRODUCED,Senator,A BILL,
453,24,,Reed,,Co,INTRODUCED,Senator,A BILL,
454,24,,Sanders,,Co,INTRODUCED,Senator,A BILL,
455,24,,Schatz,,Co,INTRODUCED,Senator,A BILL,
456,24,,Schumer,,Co,INTRODUCED,Senator,A BILL,
457,24,,Shaheen,,Co,INTRODUCED,Senator,A BILL,
458,24,,Stabenow,,Co,INTRODUCED,Senator,A BILL,
459,24,,Tester,,Co,INTRODUCED,Senator,A BILL,
460,24,,Udall,,Co,INTRODUCED,Senator,A BILL,
461,24,Van,Hollen,,Co,INTRODUCED,Senator,A BILL,6
462,24,,Warner,,Co,INTRODUCED,Senator,A BILL,
463,24,,Warren,,Co,INTRODUCED,Senator,A BILL,
464,24,,Whitehouse,,Co,INTRODUCED,Senator,A BILL,
465,24,,Wyden,,Co,INTRODUCED,Senator,A BILL,
466,25,,Blumenthal,,Primary,,,,
467,25,,Sanders,,Co,,,,
468,25,,Markey,,Co,,,,
469,25,,Durbin,,Co,,,,
470,25,,Merkley,,Co,,,,
471,25,,Kaine,,Co,,,,
472,25,,Baldwin,,Co,,,,
473,25,,Wyden,,Co,,,,
474,25,,Hirono,,Co,,,,
475,26,,,,Co,INTRODUCED,Representative,A BILL,
476,27,Watson,Coleman,,Primary,INTRODUCED,Representative,A BILL,
477,27,,Aguilar,,Co,INTRODUCED,Representative,A BILL,
478,27,,Blumenauer,,Co,INTRODUCED,Representative,A BILL,
479,27,,Carbajal,,Co,INTRODUCED,Representative,A BILL,
480,27,,Cicilline,,Co,INTRODUCED,Representative,A BILL,
481,27,,Cohen,,Co,INTRODUCED,Representative,A BILL,
482,27,,Conyers,,Co,INTRODUCED,Representative,A BILL,
483,27,,Ellison,,Co,INTRODUCED,Representative,A BILL,
484,27,,Evans,,Co,INTRODUCED,Representative,A BILL,
485,27,,Garamendi,,Co,INTRODUCED,Representative,A BILL,
486,27,,Grijalva,,Co,INTRODUCED,Representative,A BILL,
487,27,,Hanabusa,,Co,INTRODUCED,Representative,A BILL,
488,27,,Jayapal,,Co,INTRODUCED,Representative,A BILL,
489,27,,Khanna,,Co,INTRODUCED,Representative,A BILL,
490,27,,Kildee,,Co,INTRODUCED,Representative,A BILL,
491,27,,Lee,,Co,INTRODUCED,Representative,A BILL,
492,27,Jackson,Lee,,Co,INTRODUCED,Representative,A BILL,
493,27,,Levin,,Co,INTRODUCED,Representative,A BILL,
494,27,,McCollum,,Co,INTRODUCED,Representative,A BILL,
495,27,,McGovern,,Co,INTRODUCED,Representative,A BILL,
496,27,,Moore,,Co,INTRODUCED,Representative,A BILL,
497,27,,Moulton,,Co,INTRODUCED,Representative,A BILL,
498,27,,Nadler,,Co,INTRODUCED,Representative,A BILL,
499,27,,Napolitano,,Co,INTRODUCED,Representative,A BILL,
500,27,,Norton,,Co,INTRODUCED,Representative,A BILL,
501,27,,Pallone,,Co,INTRODUCED,Representative,A BILL,
502,27,,Payne,,Co,INTRODUCED,Representative,A BILL,
503,27,,Peters,,Co,INTRODUCED,Representative,A BILL,
504,27,,Pocan,,Co,INTRODUCED,Representative,A BILL,
505,27,,Polis,,Co,INTRODUCED,Representative,A BILL,
506,27,,Schakowsky,,Co,INTRODUCED,Representative,A BILL,
507,27,,Serrano,,Co,INTRODUCED,Representative,A BILL,
508,27,,Speier,,Co,INTRODUCED,Representative,A BILL,
509,27,,Takano,,Co,INTRODUCED,Representative,A BILL,
510,27,,Tonko,,Co,INTRODUCED,Representative,A BILL,
511,27,,Velázquez,,Co,INTRODUCED,Representative,A BILL,
512,27,,Lofgren,,Co,INTRODUCED,Representative,A BILL,
513,28,,Cummings,,Primary,INTRODUCED,Representative,A BILL,
514,28,,Meng,,Co,INTRODUCED,Representative,A BILL,
515,28,,Norton,,Co,INTRODUCED,Representative,A BILL,
516,29,,Taylor,,Primary,INTRODUCED,Representative,A BILL,
517,29,,Schneider,,Co,INTRODUCED,Representative,A BILL,
518,30,,Sensenbrenner,,Primary,INTRODUCED,Senator,A BILL,
519,30,,Gallego,,Co,INTRODUCED,Senator,A BILL,
520,30,,Moore,,Co,INTRODUCED,Senator,A BILL,
521,30,,Dingell,,Co,INTRODUCED,Senator,A BILL,
522,30,,Sherman,,Co,INTRODUCED,Senator,A BILL,
523,30,,Kaptur,,Co,INTRODUCED,Senator,A BILL,
524,30,Watson,Coleman,,Co,INTRODUCED,Senator,A BILL,
525,30,,Lipinski,,Co,INTRODUCED,Senator,A BILL,
526,30,,Hultgren,,Co,INTRODUCED,Senator,A BILL,
527,30,,DeFazio,,Co,INTRODUCED,Senator,A BILL,
528,30,,Kind,,Co,INTRODUCED,Senator,A BILL,
529,30,,Messer,,Co,INTRODUCED,Senator,A BILL,
530,30,,Pallone,,Co,INTRODUCED,Senator,A BILL,
531,30,,McGovern,,Co,INTRODUCED,Senator,A BILL,
532,30,,Hastings,,Co,INTRODUCED,Senator,A BILL,
533,30,,Heck,,Co,INTRODUCED,Senator,A BILL,
534,30,,LoBiondo,,Co,INTRODUCED,Senator,A BILL,
535,30,,Conyers,,Co,INTRODUCED,Senator,A BILL,
536,30,,Cummings,,Co,INTRODUCED,Senator,A BILL,
537,30,,Kildee,,Co,INTRODUCED,Senator,A BILL,
538,30,,Foster,,Co,INTRODUCED,Senator,A BILL,
539,30,,Veasey,,Co,INTRODUCED,Senator,A BILL,
540,30,,Norton,,Co,INTRODUCED,Senator,A BILL,
541,30,,Sinema,,Co,INTRODUCED,Senator,A BILL,
542,30,,Cohen,,Co,INTRODUCED,Senator,A BILL,
543,30,,Beatty,,Co,INTRODUCED,Senator,A BILL,
544,30,,Garamendi,,Co,INTRODUCED,Senator,A BILL,
545,30,,Connolly,,Co,INTRODUCED,Senator,A BILL,
546,30,,Payne,,Co,INTRODUCED,Senator,A BILL,
547,30,,Cooper,,Co,INTRODUCED,Senator,A BILL,
548,30,,Fitzpatrick,,Co,INTRODUCED,Senator,A BILL,
549,30,,DeGette,,Co,INTRODUCED,Senator,A BILL,
550,30,,Delaney,,Co,INTRODUCED,Senator,A BILL,
551,30,,Rush,,Co,INTRODUCED,Senator,A BILL,
552,30,,Ruppersberger,,Co,INTRODUCED,Senator,A BILL,
553,30,,Cicilline,,Co,INTRODUCED,Senator,A BILL,
554,30,,Cole,,Co,INTRODUCED,Senator,A BILL,
555,30,,Nadler,,Co,INTRODUCED,Senator,A BILL,
556,30,Jackson,Lee,,Co,INTRODUCED,Senator,A BILL,
557,30,,Peters,,Co,INTRODUCED,Senator,A BILL,
558,30,,Cartwright,,Co,INTRODUCED,Senator,A BILL,
559,30,,Meeks,,Co,INTRODUCED,Senator,A BILL,
560,30,,Slaughter,,Co,INTRODUCED,Senator,A BILL,
561,30,,Huffman,,Co,INTRODUCED,Senator,A BILL,
562,30,,Clyburn,,Co,INTRODUCED,Senator,A BILL,
563,30,,Pingree,,Co,INTRODUCED,Senator,A BILL,
564,30,,Schiff,,Co,INTRODUCED,Senator,A BILL,
565,30,,Langevin,,Co,INTRODUCED,Senator,A BILL,
566,30,,Bonamici,,Co,INTRODUCED,Senator,A BILL,
567,31,,Kaine,,Primary,INTRODUCED,Senator,A BILL,
568,31,Van,Hollen,,Co,INTRODUCED,Senator,A BILL,6
569,31,,Baldwin,,Co,INTRODUCED,Senator,A BILL,
570,31,,Warren,,Co,INTRODUCED,Senator,A BILL,
571,31,,Hassan,,Co,INTRODUCED,Senator,A BILL,
572,31,,Leahy,,Co,INTRODUCED,Senator,A BILL,
573,31,,Gillibrand,,Co,INTRODUCED,Senator,A BILL,
574,31,,Wyden,,Co,INTRODUCED,Senator,A BILL,
575,31,,Markey,,Co,INTRODUCED,Senator,A BILL,
576,31,,Franken,,Co,INTRODUCED,Senator,A BILL,
577,31,,Merkley,,Co,INTRODUCED,Senator,A BILL,
578,31,,Booker,,Co,INTRODUCED,Senator,A BILL,
579,31,,Blumenthal,,Co,INTRODUCED,Senator,A BILL,
580,31,Cortez,Masto,,Co,INTRODUCED,Senator,A BILL,
581,31,,Brown,,Co,INTRODUCED,Senator,A BILL,
582,32,,Murray,,Primary,INTRODUCED,Representative,A BILL,
583,32,,Blumenthal,,Co,INTRODUCED,Representative,A BILL,
584,32,,Booker,,Co,INTRODUCED,Representative,A BILL,
585,32,,Duckworth,,Co,INTRODUCED,Representative,A BILL,
586,32,,Franken,,Co,INTRODUCED,Representative,A BILL,
587,32,,Gillibrand,,Co,INTRODUCED,Representative,A BILL,
588,32,,Hassan,,Co,INTRODUCED,Representative,A BILL,
589,32,,Hirono,,Co,INTRODUCED,Representative,A BILL,
590,32,,Markey,,Co,INTRODUCED,Representative,A BILL,
591,32,,Menendez,,Co,INTRODUCED,Representative,A BILL,
592,32,,Merkley,,Co,INTRODUCED,Representative,A BILL,
593,32,,Shaheen,,Co,INTRODUCED,Representative,A BILL,
594,32,,Warren,,Co,INTRODUCED,Representative,A BILL,
595,32,,Wyden,,Co,INTRODUCED,Representative,A BILL,
596,33,,Gottheimer,,Primary,INTRODUCED,Representative,A BILL,
597,33,,Jeffries,,Co,INTRODUCED,Representative,A BILL,
598,33,,Blumenauer,,Co,INTRODUCED,Representative,A BILL,
599,33,,Schakowsky,,Co,INTRODUCED,Representative,A BILL,
600,33,,Tsongas,,Co,INTRODUCED,Representative,A BILL,
601,33,Wasserman,Schultz,,Co,INTRODUCED,Representative,A BILL,
602,33,,Peters,,Co,INTRODUCED,Representative,A BILL,
603,33,,Grijalva,,Co,INTRODUCED,Representative,A BILL,
604,33,,Delaney,,Co,INTRODUCED,Representative,A BILL,
605,33,,Polis,,Co,INTRODUCED,Representative,A BILL,
606,33,,Cicilline,,Co,INTRODUCED,Representative,A BILL,
607,33,,Sherman,,Co,INTRODUCED,Representative,A BILL,
608,33,,Connolly,,Co,INTRODUCED,Representative,A BILL,
609,33,,Speier,,Co,INTRODUCED,Representative,A BILL,
610,33,,Norton,,Co,INTRODUCED,Representative,A BILL,
611,33,,Cárdenas,,Co,INTRODUCED,Representative,A BILL,
612,33,,Capuano,,Co,INTRODUCED,Representative,A BILL,
613,33,,DelBene,,Co,INTRODUCED,Representative,A BILL,
614,33,Watson,Coleman,,Co,INTRODUCED,Representative,A BILL,
615,33,,Lee,,Co,INTRODUCED,Representative,A BILL,
616,33,,Langevin,,Co,INTRODUCED,Representative,A BILL,
617,33,,Pingree,,Co,INTRODUCED,Representative,A BILL,
618,33,,Himes,,Co,INTRODUCED,Representative,A BILL,
619,33,,Adams,,Co,INTRODUCED,Representative,A BILL,
620,33,,Pocan,,Co,INTRODUCED,Representative,A BILL,
621,33,,Nadler,,Co,INTRODUCED,Representative,A BILL,
622,33,,Lowenthal,,Co,INTRODUCED,Representative,A BILL,
623,33,,Crowley,,Co,INTRODUCED,Representative,A BILL,
624,33,,Lowey,,Co,INTRODUCED,Representative,A BILL,
625,33,,Quigley,,Co,INTRODUCED,Representative,A BILL,
626,33,,Takano,,Co,INTRODUCED,Representative,A BILL,
627,33,,Pascrell,,Co,INTRODUCED,Representative,A BILL,
628,33,,Kildee,,Co,INTRODUCED,Representative,A BILL,
629,33,,Meng,,Co,INTRODUCED,Representative,A BILL,
630,33,,Schneider,,Co,INTRODUCED,Representative,A BILL,
631,33,,Crist,,Co,INTRODUCED,Representative,A BILL,
632,33,,Coffman,,Co,INTRODUCED,Representative,A BILL,
633,34,,Love,,Co,INTRODUCED,Senator,A BILL,
634,34,Jackson,Lee,,Co,INTRODUCED,Senator,A BILL,
635,35,,Harris,,Primary,,,,
636,35,,Paul,,Co,,,,
637,36,,DeSaulnier,,Primary,INTRODUCED,Representative,A BILL,
638,36,,Lee,,Co,INTRODUCED,Representative,A BILL,
639,37,,,,Co,INTRODUCED,Senator,A BILL,
640,38,,Leahy,,Primary,INTRODUCED,Representative,A BILL,
641,38,,Durbin,,Co,INTRODUCED,Representative,A BILL,
642,38,,Baldwin,,Co,INTRODUCED,Representative,A BILL,
643,38,,Bennet,,Co,INTRODUCED,Representative,A BILL,
644,38,,Blumenthal,,Co,INTRODUCED,Representative,A BILL,
645,38,,Booker,,Co,INTRODUCED,Representative,A BILL,
646,38,,Brown,,Co,INTRODUCED,Representative,A BILL,
647,38,,Cantwell,,Co,INTRODUCED,Representative,A BILL,
648,38,,Cardin,,Co,INTRODUCED,Representative,A BILL,
649,38,,Carper,,Co,INTRODUCED,Representative,A BILL,
650,38,,Casey,,Co,INTRODUCED,Representative,A BILL,
651,38,,Coons,,Co,INTRODUCED,Representative,A BILL,
652,38,Cortez,Masto,,Co,INTRODUCED,Representative,A BILL,
653,38,,Donnelly,,Co,INTRODUCED,Representative,A BILL,
654,38,,Duckworth,,Co,INTRODUCED,Representative,A BILL,
655,38,,Feinstein,,Co,INTRODUCED,Representative,A BILL,
656,38,,Franken,,Co,INTRODUCED,Representative,A BILL,
657,38,,Gillibrand,,Co,INTRODUCED,Representative,A BILL,
658,38,,Harris,,Co,INTRODUCED,Representative,A BILL,
659,38,,Hassan,,Co,INTRODUCED,Representative,A BILL,
660,38,,Heinrich,,Co,INTRODUCED,Representative,A BILL,
661,38,,Heitkamp,,Co,INTRODUCED,Representative,A BILL,
662,38,,Hirono,,Co,INTRODUCED,Representative,A BILL,
663,38,,Kaine,,Co,INTRODUCED,Representative,A BILL,
664,38,,King,,Co,INTRODUCED,Representative,A BILL,
665,38,,Klobuchar,,Co,INTRODUCED,Representative,A BILL,
666,38,,Markey,,Co,INTRODUCED,Representative,A BILL,
667,38,,McCaskill,,Co,INTRODUCED,Representative,A BILL,
668,38,,Menendez,,Co,INTRODUCED,Representative,A BILL,
669,38,,Merkley,,Co,INTRODUCED,Representative,A BILL,
670,38,,Murphy,,Co,INTRODUCED,Representative,A BILL,
671,38,,Murray,,Co,INTRODUCED,Representative,A BILL,
672,38,,Nelson,,Co,INTRODUCED,Representative,A BILL,
673,38,,Peters,,Co,INTRODUCED,Representative,A BILL,
674,38,,Reed,,Co,INTRODUCED,Representative,A BILL,
675,38,,Sanders,,Co,INTRODUCED,Representative,A BILL,
676,38,,Schatz,,Co,INTRODUCED,Representative,A BILL,
677,38,,Schumer,,Co,INTRODUCED,Representative,A BILL,
678,38,,Shaheen,,Co,INTRODUCED,Representative,A BILL,
679,38,,Stabenow,,Co,INTRODUCED,Representative,A BILL,
680,38,,Tester,,Co,INTRODUCED,Representative,A BILL,
681,38,,Udall,,Co,INTRODUCED,Representative,A BILL,
682,38,Van,Hollen,,Co,INTRODUCED,Representative,A BILL,6
683,38,,Warner,,Co,INTRODUCED,Representative,A BILL,
684,38,,Warren,,Co,INTRODUCED,Representative,A BILL,
685,38,,Whitehouse,,Co,INTRODUCED,Representative,A BILL,
686,38,,Wyden,,Co,INTRODUCED,Representative,A BILL,
687,39,,Clyburn,,Co,,,,
688,39,,Pelosi,,Co,,,,
689,39,,Conyers,,Co,,,,
690,39,,Hoyer,,Co,,,,
691,39,,Adams,,Co,,,,
692,39,,Barragán,,Co,,,,
693,39,,Bass,,Co,,,,
694,39,,Beatty,,Co,,,,
695,39,,Bera,,Co,,,,
696,39,,Beyer,,Co,,,,
697,39,,Blumenauer,,Co,,,,
698,39,Blunt,Rochester,,Co,,,,
699,39,,Bonamici,,Co,,,,
700,39,,Bustos,,Co,,,,
701,39,,Butterfield,,Co,,,,
702,39,,Capuano,,Co,,,,
703,39,,Carbajal,,Co,,,,
704,39,,Cárdenas,,Co,,,,
705,39,,Cartwright,,Co,,,,
706,39,,Cicilline,,Co,,,,
707,39,,Clay,,Co,,,,
708,39,,Cohen,,Co,,,,
709,39,,Connolly,,Co,,,,
710,39,,Costa,,Co,,,,
711,39,,Crist,,Co,,,,
712,39,,Crowley,,Co,,,,
713,39,,Cummings,,Co,,,,
714,39,,DeFazio,,Co,,,,
715,39,,DeGette,,Co,,,,
716,39,,Delaney,,Co,,,,
717,39,,DeLauro,,Co,,,,
718,39,,DelBene,,Co,,,,
719,39,,Demings,,Co,,,,
720,39,,Deutch,,Co,,,,
721,39,,Dingell,,Co,,,,
722,39,,Ellison,,Co,,,,
723,39,,Engel,,Co,,,,
724,39,,Eshoo,,Co,,,,
725,39,,Espaillat,,Co,,,,
726,39,,Evans,,Co,,,,
727,39,,Foster,,Co,,,,
728,39,,Fudge,,Co,,,,
729,39,,Gallego,,Co,,,,
730,39,,Garamendi,,Co,,,,
731,39,,Grijalva,,Co,,,,
732,39,,Gutiérrez,,Co,,,,
733,39,,Hanabusa,,Co,,,,
734,39,,Hastings,,Co,,,,
735,39,,Heck,,Co,,,,
